,Home team name,Away team name,Outcome,Home score,Away score,Home rating,Away rating,Home odds,Draw odds,Away odds,Home xG,Away xG,Home possession,Away possession,Home lineups,Away lineups,Home Formation,Away formation
10,Udinese,Salernitana,0,0,0,6.9,7.0,1.61,4.00,5.00,47%,53%,15,17,"['Silvestri', 'Rodrigo Becao', 'Bijol', 'Masina', 'Perez', 'Pereyra', 'Walace', 'Makengo', 'Udogie', 'Success', 'Deulofeu']","['Sepe', 'Bronn', 'Gyomber', 'Fazio', 'Candreva', 'Maggiore', 'Radovanovic', 'Vilhena', 'Mazzocchi', 'Botheim', 'Bonazzoli']",3 - 5 - 2,3 - 5 - 2
11,Torino,Lazio,0,0,0,7.0,6.9,2.75,3.40,2.50,54%,46%,10,7,"['Milinkovic-Savic', 'Djidji', 'Buongiorno', 'Rodriguez', 'Singo', 'Ricci', 'Linetty', 'Aina', 'Vlasic', 'Radonjic', 'Sanabria']","['Provedel', 'Lazzari', 'Patric', 'Romagnoli', 'Marusic', 'Milinkovic-Savic', 'Cataldi', 'Vecino', 'Felipe Anderson', 'Immobile', 'Zaccagni']",3 - 4 - 2 - 1,4 - 3 - 3
12,Sassuolo,Lecce,1,1,0,6.9,6.6,1.80,4.00,3.80,59%,41%,12,7,"['Consigli', 'Toljan', 'Erlic', 'Ferrari', 'Rogerio', 'Frattesi', 'Lopez', 'Matheus Henrique', 'Berardi', 'Pinamonti', 'Kyriakopoulos']","['Falcone', 'Gendrey', 'Blin', 'Baschirotto', 'Gallo', 'Bistrovic', 'Hjulmand', 'Gonzalez', 'Strefezza', 'Ceesay', 'Di Francesco']",4 - 3 - 3,4 - 3 - 3
13,Inter,Spezia,1,3,0,7.2,6.2,1.12,9.00,19.00,55%,45%,19,2,"['Handanovic', 'Skriniar', 'de Vrij', 'Bastoni', 'Dumfries', 'Barella', 'Brozovic', 'Calhanoglu', 'Dimarco', 'Lukaku', 'Martinez']","['Dragowski', 'Caldara', 'Kiwior', 'Nikolaou', 'Gyasi', 'Bourabia', 'Sala', 'Bastoni', 'Reca', 'Agudelo', 'Nzola']",3 - 5 - 2,3 - 5 - 2
14,Napoli,Monza,1,4,0,7.5,6.1,1.30,6.00,9.00,54%,46%,22,4,"['Meret', 'Di Lorenzo', 'Rrahmani', 'Kim', 'Rui', 'Anguissa', 'Lobotka', 'Zielinski', 'Lozano', 'Osimhen', 'Kvaratskhelia']","['Di Gregorio', 'Marlon', 'Ranocchia', 'Carboni', 'Birindelli', 'Ranocchia', 'Barberis', 'Sensi', ""D'Alessandro"", 'Caprari', 'Petagna']",4 - 3 - 3,3 - 5 - 2
15,Empoli,Fiorentina,0,0,0,6.8,6.9,3.20,3.60,2.15,37%,63%,4,19,"['Vicario', 'Stojanovic', 'Ismajli', 'Luperto', 'Parisi', 'Bandinelli', 'Marin', 'Henderson', 'Bajrami', 'Lammers', 'Destro']","['Gollini', 'Dodo', 'Milenkovic', 'Martinez Quarta', 'Terzic', 'Maleh', 'Mandragora', 'Bonaventura', 'Ikone', 'Jovic', 'Saponara']",4 - 3 - 1 - 2,4 - 3 - 3
16,Bologna,Verona,0,1,1,6.9,7.0,2.05,3.50,3.60,53%,47%,17,19,"['Skorupski', 'De Silvestri', 'Bonifazi', 'Medel', 'Kasius', 'Dominguez', 'Schouten', 'Cambiaso', 'Soriano', 'Orsolini', 'Arnautovic']","['Montipo', 'Coppola', 'Retsos', 'Gunter', 'Faraoni', 'Tameze', 'Ilic', 'Hongla', 'Lazovic', 'Lasagna', 'Henry']",3 - 4 - 1 - 2,3 - 5 - 2
17,Atalanta,AC Milan,0,1,1,6.9,6.9,2.80,3.50,2.40,41%,59%,11,18,"['Musso', 'Toloi', 'Demiral', 'Djimsiti', 'Hateboer', 'de Roon', 'Koopmeiners', 'Maehle', 'Malinovsky', 'Pasalic', 'Zapata']","['Maignan', 'Calabria', 'Kalulu', 'Tomori', 'Hernandez', 'Bennacer', 'Tonali', 'Messias', 'Diaz', 'Leao', 'Rebic']",3 - 4 - 2 - 1,4 - 2 - 3 - 1
18,AS Roma,Cremonese,1,1,0,7.7,6.7,,6.50,11.00,49%,51%,27,14,"['Patricio', 'Mancini', 'Smalling', 'Ibanez', 'Karsdorp', 'Pellegrini', 'Cristante', 'Spinazzola', 'Dybala', 'Zaniolo', 'Abraham']","['Radu', 'Aiwu', 'Chiriches', 'Lochoshvili', 'Ghiglione', 'Pickel', 'Ascacibar', 'Valeri', 'Zanimacchia', 'Dessers', 'Okereke']",3 - 4 - 2 - 1,3 - 4 - 1 - 2
19,Sampdoria,Juventus,0,0,0,6.8,6.9,5.00,3.80,1.70,47%,53%,10,10,"['Audero', 'Bereszynski', 'Ferrari', 'Colley', 'Augello', 'Vieira', 'Leris', 'Rincon', 'Sabiri', 'Djuricic', 'Caputo']","['Perin', 'Danilo', 'Rugani', 'Bremer', 'Alex Sandro', 'McKennie', 'Locatelli', 'Rabiot', 'Cuadrado', 'Vlahovic', 'Kostic']",4 - 1 - 4 - 1,4 - 3 - 3
20,Monza,Udinese,2,1,2,6.6,7.3,2.90,3.50,2.30,56%,44%,10,15,"['Di Gregorio', 'Caldirola', 'Marrone', 'Carlos Augusto', 'Birindelli', 'Colpani', 'Sensi', 'Valoti', 'Molina', 'Petagna', 'Caprari']","['Silvestri', 'Rodrigo Becao', 'Nuytinck', 'Masina', 'Pereyra', 'Makengo', 'Walace', 'Lovric', 'Udogie', 'Beto', 'Deulofeu']",3 - 5 - 2,3 - 5 - 2
21,Lazio,Inter,1,3,1,7.2,6.6,,3.80,1.85,48%,52%,11,19,"['Provedel', 'Lazzari', 'Patric', 'Romagnoli', 'Marusic', 'Milinkovic-Savic', 'Cataldi', 'Vecino', 'Felipe Anderson', 'Immobile', 'Zaccagni']","['Handanovic', 'Skriniar', 'de Vrij', 'Bastoni', 'Dumfries', 'Barella', 'Brozovic', 'Gagliardini', 'Dimarco', 'Lukaku', 'Martinez']",4 - 3 - 3,3 - 5 - 2
22,Juventus,AS Roma,0,1,1,6.9,6.9,2.45,3.20,3.00,57%,43%,14,8,"['Szczesny', 'De Sciglio', 'Bremer', 'Danilo', 'Alex Sandro', 'Miretti', 'Locatelli', 'Rabiot', 'Cuadrado', 'Vlahovic', 'Kostic']","['Patricio', 'Mancini', 'Smalling', 'Ibanez', 'Karsdorp', 'Cristante', 'Matic', 'Spinazzola', 'Dybala', 'Pellegrini', 'Abraham']",4 - 3 - 3,3 - 4 - 2 - 1
23,Cremonese,Torino,2,1,2,6.6,7.3,3.60,3.50,2.05,53%,47%,16,14,"['Radu', 'Aiwu', 'Bianchetti', 'Vasquez', 'Baez Stabile', 'Pickel', 'Escalante', 'Valeri', 'Zanimacchia', 'Dessers', 'Okereke']","['Milinkovic-Savic', 'Schuurs', 'Buongiorno', 'Rodriguez', 'Singo', 'Linetty', 'Ricci', 'Aina', 'Vlasic', 'Radonjic', 'Sanabria']",3 - 4 - 1 - 2,3 - 4 - 2 - 1
24,Spezia,Sassuolo,0,2,2,6.8,7.1,3.10,3.50,2.25,42%,58%,7,21,"['Dragowski', 'Hristov', 'Kiwior', 'Nikolaou', 'Gyasi', 'Agudelo', 'Bourabia', 'Bastoni', 'Reca', 'Strelec', 'Nzola']","['Consigli', 'Toljan', 'Erlic', 'Ferrari', 'Rogerio', 'Frattesi', 'Lopez', 'Matheus Henrique', 'Berardi', 'Pinamonti', 'Kyriakopoulos']",3 - 5 - 2,4 - 3 - 3
25,AC Milan,Bologna,1,2,0,7.4,6.4,1.33,5.50,9.00,48%,52%,19,8,"['Maignan', 'Calabria', 'Kalulu', 'Tomori', 'Hernandez', 'Tonali', 'Bennacer', 'Messias', 'De Ketelaere', 'Leao', 'Giroud']","['Skorupski', 'Soumaoro', 'Medel', 'Lucumi', 'Kasius', 'Vignato', 'Dominguez', 'Schouten', 'Cambiaso', 'Barrow', 'Arnautovic']",4 - 2 - 3 - 1,3 - 5 - 2
26,Verona,Atalanta,2,0,1,6.4,7.2,3.75,4.00,1.90,49%,51%,14,15,"['Montipo', 'Coppola', 'Gunter', 'Ceccherini', 'Terracciano', 'Tameze', 'Veloso', 'Ilic', 'Lazovic', 'Lasagna', 'Henry']","['Musso', 'Toloi', 'Demiral', 'Okoli', 'Hateboer', 'de Roon', 'Koopmeiners', 'Soppy', 'Malinovsky', 'Lookman', 'Zapata']",3 - 5 - 2,3 - 4 - 2 - 1
27,Salernitana,Sampdoria,1,4,0,7.3,6.4,2.40,3.10,3.10,45%,55%,9,17,"['Sepe', 'Bronn', 'Gyomber', 'Fazio', 'Candreva', 'Coulibaly', 'Maggiore', 'Vilhena', 'Mazzocchi', 'Dia', 'Bonazzoli']","['Audero', 'Depaoli', 'Ferrari', 'Colley', 'Augello', 'Villar', 'Leris', 'Rincon', 'Sabiri', 'Djuricic', 'Caputo']",3 - 5 - 2,4 - 1 - 4 - 1
28,Lecce,Empoli,0,1,1,6.9,6.9,2.20,3.40,3.20,40%,60%,15,9,"['Falcone', 'Gendrey', 'Pongracic', 'Baschirotto', 'Gallo', 'Gonzalez', 'Hjulmand', 'Bistrovic', 'Banda', 'Ceesay', 'Strefezza']","['Vicario', 'Stojanovic', 'De Winter', 'Ismajli', 'Parisi', 'Henderson', 'Marin', 'Bandinelli', 'Baldanzi', 'Lammers', 'Satriano']",4 - 3 - 3,4 - 3 - 1 - 2
29,Fiorentina,Napoli,0,0,0,7.0,6.9,3.20,3.50,2.20,49%,51%,10,13,"['Gollini', 'Dodo', 'Milenkovic', 'Martinez Quarta', 'Biraghi', 'Barak', 'Amrabat', 'Bonaventura', 'Ikone', 'Jovic', 'Sottil']","['Meret', 'Di Lorenzo', 'Rrahmani', 'Kim', 'Rui', 'Anguissa', 'Lobotka', 'Zielinski', 'Lozano', 'Osimhen', 'Kvaratskhelia']",4 - 3 - 3,4 - 3 - 3
30,Sassuolo,AC Milan,0,0,0,6.9,6.8,,,,38%,62%,8,10,"['Consigli', 'Toljan', 'Erlic', 'Ferrari', 'Rogerio', 'Frattesi', 'Lopez', 'Thorstvedt', 'Berardi', 'Pinamonti', 'Kyriakopoulos']","['Maignan', 'Florenzi', 'Kjaer', 'Tomori', 'Hernandez', 'Bennacer', 'Pobega', 'Saelemaekers', 'Diaz', 'Leao', 'Giroud']",4 - 3 - 3,4 - 2 - 3 - 1
31,Inter,Cremonese,1,3,1,7.5,6.3,,7.00,17.00,53%,47%,18,11,"['Handanovic', 'Skriniar', 'de Vrij', 'Dimarco', 'Dumfries', 'Barella', 'Brozovic', 'Calhanoglu', 'Darmian', 'Dzeko', 'Correa']","['Radu', 'Aiwu', 'Bianchetti', 'Lochoshvili', 'Ghiglione', 'Pickel', 'Escalante', 'Quagliata', 'Ascacibar', 'Okereke', 'Dessers']",3 - 5 - 2,3 - 4 - 1 - 2
32,AS Roma,Monza,1,3,0,7.4,6.4,1.33,5.25,9.50,39%,61%,14,13,"['Patricio', 'Mancini', 'Kumbulla', 'Ibanez', 'Celik', 'Cristante', 'Matic', 'Zalewski', 'Dybala', 'Pellegrini', 'Abraham']","['Di Gregorio', 'Marlon', 'Marrone', 'Caldirola', 'Birindelli', 'Pessina', 'Sensi', 'Machin', 'Carlos Augusto', 'Caprari', 'Petagna']",3 - 4 - 2 - 1,3 - 5 - 2
33,Udinese,Fiorentina,1,1,0,7.1,6.6,2.30,3.40,3.00,26%,74%,8,12,"['Silvestri', 'Rodrigo Becao', 'Bijol', 'Masina', 'Pereyra', 'Lovric', 'Walace', 'Makengo', 'Udogie', 'Beto', 'Deulofeu']","['Terracciano', 'Venuti', 'Martinez Quarta', 'Igor', 'Terzic', 'Maleh', 'Mandragora', 'Barak', 'Kouame', 'Cabral', 'Saponara']",3 - 5 - 2,4 - 3 - 3
34,Sampdoria,Lazio,0,1,1,6.8,7.0,4.00,3.75,1.85,44%,56%,10,13,"['Audero', 'Bereszynski', 'Murillo', 'Colley', 'Augello', 'Vieira', 'Leris', 'Rincon', 'Sabiri', 'Verre', 'Quagliarella']","['Provedel', 'Lazzari', 'Patric', 'Romagnoli', 'Marusic', 'Milinkovic-Savic', 'Cataldi', 'Luis Alberto', 'Felipe Anderson', 'Immobile', 'Zaccagni']",4 - 1 - 4 - 1,4 - 3 - 3
35,Empoli,Verona,0,1,1,7.2,6.5,2.70,3.30,2.60,51%,49%,16,9,"['Vicario', 'Stojanovic', 'Ismajli', 'Luperto', 'Parisi', 'Haas', 'Grassi', 'Bandinelli', 'Baldanzi', 'Satriano', 'Lammers']","['Montipo', 'Dawidowicz', 'Coppola', 'Ceccherini', 'Faraoni', 'Tameze', 'Hongla', 'Ilic', 'Lazovic', 'Henry', 'Lasagna']",4 - 3 - 1 - 2,3 - 5 - 2
36,Napoli,Lecce,0,1,1,7.3,7.1,1.30,5.25,11.00,71%,29%,19,9,"['Meret', 'Di Lorenzo', 'Ostigard', 'Kim', 'Olivera', 'Ndombele', 'Anguissa', 'Politano', 'Raspadori', 'Elmas', 'Osimhen']","['Falcone', 'Gendrey', 'Baschirotto', 'Tuia', 'Pezzella', 'Helgason', 'Hjulmand', 'Askildsen', 'Banda', 'Colombo', 'Di Francesco']",4 - 2 - 3 - 1,4 - 3 - 3
37,Juventus,Spezia,1,2,0,7.2,6.4,1.30,5.50,10.00,51%,49%,15,9,"['Szczesny', 'Danilo', 'Gatti', 'Bremer', 'De Sciglio', 'Miretti', 'Locatelli', 'Rabiot', 'Cuadrado', 'Vlahovic', 'Kean']","['Dragowski', 'Hristov', 'Kiwior', 'Nikolaou', 'Holm', 'Kovalenko', 'Bourabia', 'Bastoni', 'Reca', 'Gyasi', 'Nzola']",4 - 3 - 3,3 - 5 - 2
38,Bologna,Salernitana,0,1,1,6.9,7.0,2.15,3.25,3.50,47%,53%,11,20,"['Skorupski', 'Soumaoro', 'Medel', 'Lucumi', 'Kasius', 'Vignato', 'Dominguez', 'Schouten', 'Cambiaso', 'Sansone', 'Arnautovic']","['Sepe', 'Bronn', 'Gyomber', 'Fazio', 'Mazzocchi', 'Maggiore', 'Coulibaly', 'Vilhena', 'Bradaric', 'Dia', 'Bonazzoli']",3 - 5 - 2,3 - 5 - 2
39,Atalanta,Torino,1,3,1,7.2,6.4,1.85,3.60,4.20,41%,59%,12,8,"['Musso', 'Toloi', 'Demiral', 'Okoli', 'Soppy', 'Koopmeiners', 'de Roon', 'Zappacosta', 'Pasalic', 'Ederson', 'Zapata']","['Milinkovic-Savic', 'Djidji', 'Buongiorno', 'Rodriguez', 'Lazaro', 'Lukic', 'Linetty', 'Aina', 'Seck', 'Vlasic', 'Sanabria']",3 - 4 - 2 - 1,3 - 4 - 2 - 1
40,Fiorentina,Juventus,0,1,1,7.0,6.8,3.00,3.10,2.50,60%,40%,17,4,"['Terracciano', 'Dodo', 'Milenkovic', 'Igor', 'Biraghi', 'Maleh', 'Amrabat', 'Barak', 'Kouame', 'Jovic', 'Sottil']","['Perin', 'Cuadrado', 'Bremer', 'Danilo', 'Alex Sandro', 'Locatelli', 'Paredes', 'McKennie', 'Di Maria', 'Milik', 'Kostic']",4 - 3 - 3,4 - 3 - 3
41,AC Milan,Inter,1,3,2,7.3,6.2,2.70,3.20,2.70,48%,52%,21,16,"['Maignan', 'Calabria', 'Kalulu', 'Tomori', 'Hernandez', 'Tonali', 'Bennacer', 'Messias', 'De Ketelaere', 'Leao', 'Giroud']","['Handanovic', 'Skriniar', 'de Vrij', 'Bastoni', 'Dumfries', 'Barella', 'Brozovic', 'Calhanoglu', 'Darmian', 'Correa', 'Martinez']",4 - 2 - 3 - 1,3 - 5 - 2
42,Lazio,Napoli,2,1,2,6.4,7.3,2.62,3.50,2.55,39%,61%,8,19,"['Provedel', 'Lazzari', 'Patric', 'Romagnoli', 'Marusic', 'Milinkovic-Savic', 'Cataldi', 'Luis Alberto', 'Felipe Anderson', 'Immobile', 'Zaccagni']","['Meret', 'Di Lorenzo', 'Rrahmani', 'Kim', 'Rui', 'Anguissa', 'Lobotka', 'Lozano', 'Zielinski', 'Kvaratskhelia', 'Osimhen']",4 - 3 - 3,4 - 2 - 3 - 1
43,Cremonese,Sassuolo,0,0,0,7.0,7.0,2.62,3.50,2.60,46%,54%,10,17,"['Radu', 'Aiwu', 'Chiriches', 'Lochoshvili', 'Ghiglione', 'Pickel', 'Escalante', 'Valeri', 'Zanimacchia', 'Okereke', 'Dessers']","['Consigli', 'Toljan', 'Erlic', 'Ferrari', 'Rogerio', 'Frattesi', 'Lopez', 'Thorstvedt', 'Lauriente', 'Pinamonti', 'Kyriakopoulos']",3 - 4 - 1 - 2,4 - 3 - 3
44,Spezia,Bologna,0,2,2,6.8,7.0,3.10,3.25,2.30,45%,55%,15,13,"['Dragowski', 'Hristov', 'Kiwior', 'Nikolaou', 'Holm', 'Kovalenko', 'Bourabia', 'Bastoni', 'Reca', 'Nzola', 'Gyasi']","['Skorupski', 'Soumaoro', 'Medel', 'Lucumi', 'De Silvestri', 'Schouten', 'Moro', 'Lykogiannis', 'Barrow', 'Orsolini', 'Arnautovic']",3 - 5 - 2,3 - 4 - 1 - 2
45,Verona,Sampdoria,1,2,1,7.1,6.6,2.20,3.40,3.25,50%,50%,17,11,"['Montipo', 'Dawidowicz', 'Hien', 'Coppola', 'Terracciano', 'Veloso', 'Ilic', 'Doig', 'Lazovic', 'Lasagna', 'Henry']","['Audero', 'Bereszynski', 'Ferrari', 'Colley', 'Augello', 'Verre', 'Vieira', 'Rincon', 'Sabiri', 'Quagliarella', 'Caputo']",3 - 4 - 2 - 1,4 - 4 - 2
46,Udinese,AS Roma,1,4,0,7.3,6.2,3.75,3.30,2.05,43%,57%,11,12,"['Silvestri', 'Rodrigo Becao', 'Bijol', 'Perez', 'Pereyra', 'Samardzic', 'Walace', 'Arslan', 'Udogie', 'Success', 'Deulofeu']","['Patricio', 'Mancini', 'Smalling', 'Ibanez', 'Karsdorp', 'Cristante', 'Matic', 'Spinazzola', 'Dybala', 'Pellegrini', 'Abraham']",3 - 5 - 2,3 - 4 - 2 - 1
47,Salernitana,Empoli,0,2,2,7.0,7.0,,,,,,,,"['Sepe', 'Bronn', 'Gyomber', 'Fazio', 'Candreva', 'Coulibaly', 'Maggiore', 'Vilhena', 'Mazzocchi', 'Dia', 'Bonazzoli']","['Vicario', 'Stojanovic', 'Ismajli', 'Luperto', 'Parisi', 'Henderson', 'Grassi', 'Haas', 'Pjaca', 'Satriano', 'Lammers']",3 - 5 - 2,4 - 3 - 1 - 2
48,Monza,Atalanta,2,0,2,6.5,7.2,4.00,3.80,1.80,60%,40%,11,13,"['Di Gregorio', 'Marlon', 'Mari', 'Caldirola', 'Birindelli', 'Pessina', 'Rovella', 'Sensi', 'Carlos Augusto', 'Caprari', 'Mota']","['Musso', 'Hateboer', 'Toloi', 'Demiral', 'Zappacosta', 'de Roon', 'Koopmeiners', 'Malinovsky', 'Ederson', 'Lookman', 'Hojlund']",3 - 5 - 2,4 - 2 - 3 - 1
49,Torino,Lecce,1,1,0,7.2,6.5,1.65,3.60,5.75,59%,41%,13,10,"['Milinkovic-Savic', 'Djidji', 'Schuurs', 'Rodriguez', 'Lazaro', 'Lukic', 'Ilkhan', 'Vojvoda', 'Vlasic', 'Radonjic', 'Pellegri']","['Falcone', 'Gendrey', 'Tuia', 'Baschirotto', 'Gallo', 'Gonzalez', 'Hjulmand', 'Bistrovic', 'Di Francesco', 'Ceesay', 'Banda']",3 - 4 - 1 - 2,4 - 3 - 3
50,Napoli,Spezia,1,1,0,7.6,6.6,1.28,6.00,9.00,64%,36%,28,10,"['Meret', 'Di Lorenzo', 'Rrahmani', 'Juan Jesus', 'Rui', 'Anguissa', 'Ndombele', 'Elmas', 'Politano', 'Raspadori', 'Kvaratskhelia']","['Dragowski', 'Ampadu', 'Kiwior', 'Nikolaou', 'Holm', 'Agudelo', 'Bourabia', 'Bastoni', 'Reca', 'Gyasi', 'Nzola']",4 - 3 - 3,3 - 5 - 2
51,Inter,Torino,1,1,0,7.3,6.6,1.55,4.33,5.50,57%,43%,16,9,"['Handanovic', 'de Vrij', 'Skriniar', 'Dimarco', 'Dumfries', 'Barella', 'Brozovic', 'Calhanoglu', 'Darmian', 'Martinez', 'Dzeko']","['Milinkovic-Savic', 'Djidji', 'Buongiorno', 'Rodriguez', 'Lazaro', 'Lukic', 'Linetty', 'Vojvoda', 'Seck', 'Vlasic', 'Sanabria']",3 - 5 - 2,3 - 4 - 2 - 1
52,Sampdoria,AC Milan,2,1,2,6.4,7.2,,4.33,1.45,57%,43%,10,15,"['Audero', 'Bereszynski', 'Ferrari', 'Murillo', 'Augello', 'Villar', 'Leris', 'Rincon', 'Sabiri', 'Djuricic', 'Caputo']","['Maignan', 'Calabria', 'Kalulu', 'Kjaer', 'Hernandez', 'Pobega', 'Tonali', 'Messias', 'De Ketelaere', 'Leao', 'Giroud']",4 - 1 - 4 - 1,4 - 2 - 3 - 1
53,Atalanta,Cremonese,0,1,1,7.1,6.9,1.36,5.25,8.00,58%,42%,14,7,"['Musso', 'Toloi', 'Demiral', 'Okoli', 'Hateboer', 'de Roon', 'Koopmeiners', 'Soppy', 'Malinovsky', 'Lookman', 'Muriel']","['Radu', 'Aiwu', 'Chiriches', 'Lochoshvili', 'Sernicola', 'Meite', 'Escalante', 'Valeri', 'Pickel', 'Okereke', 'Dessers']",3 - 4 - 1 - 2,3 - 4 - 1 - 2
54,Sassuolo,Udinese,2,1,3,6.2,7.0,2.62,3.50,2.60,32%,68%,5,17,"['Consigli', 'Toljan', 'Tressoldi', 'Ferrari', 'Rogerio', 'Frattesi', 'Lopez', 'Matheus Henrique', 'Lauriente', 'Pinamonti', 'Kyriakopoulos']","['Silvestri', 'Perez', 'Rodrigo Becao', 'Ebosse', 'Pereyra', 'Lovric', 'Walace', 'Arslan', 'Udogie', 'Success', 'Deulofeu']",4 - 3 - 3,3 - 5 - 2
55,Lecce,Monza,0,1,1,6.5,6.7,,3.25,3.00,53%,47%,7,2,"['Falcone', 'Gendrey', 'Pongracic', 'Baschirotto', 'Pezzella', 'Helgason', 'Hjulmand', 'Bistrovic', 'Di Francesco', 'Ceesay', 'Banda']","['Di Gregorio', 'Marlon', 'Mari', 'Izzo', 'Birindelli', 'Pessina', 'Rovella', 'Sensi', 'Carlos Augusto', 'Mota', 'Caprari']",4 - 3 - 3,3 - 5 - 2
