,Home team name,Away team name,Outcome,Home score,Away score,Home rating,Away rating,Home odds,Draw odds,Away odds,Home xG,Away xG,Home possession,Away possession,Home lineups,Away lineups,Home Formation,Away formation
10,Aston Villa,Everton,1,2,1,7.1,6.5,1.75,3.50,5.00,57%,43%,12,15,"['Martinez', 'Cash', 'Diego Carlos', 'Mings', 'Digne', 'Kamara', 'McGinn', 'Ramsey', 'Coutinho', 'Ings', 'Watkins']","['Pickford', 'Holgate', 'Coady', 'Tarkowski', 'Patterson', 'Doucoure', 'Iwobi', 'Mykolenko', 'McNeil', 'Gordon', 'Gray']",4 - 1 - 2 - 1 - 2,3 - 4 - 3
11,Wolves,Fulham,0,0,0,6.9,6.8,,3.40,3.30,60%,40%,7,9,"['Sa', 'Jonny Otto', 'Collins', 'Kilman', 'Ait-Nouri', 'Neves', 'Dendoncker', 'Gibbs-White', 'Podence', 'Neto', 'Hwang']","['Rodak', 'Tete', 'Adarabioyo', 'Ream', 'Robinson', 'Reed', 'Palhinha', 'De Cordova-Reid', 'Pereira', 'Kebano', 'Mitrovic']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
12,Southampton,Leeds,0,2,2,6.8,7.0,2.40,3.50,2.80,43%,57%,14,13,"['Bazunu', 'Bella-Kotchap', 'Bednarek', 'Salisu', 'Walker-Peters', 'Ward-Prowse', 'Lavia', 'Djenepo', 'Armstrong', 'Elyounoussi', 'Adams']","['Meslier', 'Kristensen', 'Koch', 'Llorente', 'Struijk', 'Roca', 'Adams', 'Aaronson', 'Rodrigo', 'Harrison', 'Bamford']",3 - 4 - 2 - 1,4 - 2 - 3 - 1
13,Manchester City,Bournemouth,1,4,0,7.7,6.0,1.08,12.00,21.00,67%,33%,19,3,"['Ederson', 'Walker', 'Dias', 'Ake', 'Cancelo', 'Rodri', 'Gundogan', 'Mahrez', 'De Bruyne', 'Foden', 'Haaland']","['Travers', 'Mepham', 'Lerma', 'Kelly', 'Smith', 'Cook', 'Pearson', 'Stacey', 'Tavernier', 'Christie', 'Moore']",4 - 2 - 3 - 1,3 - 4 - 2 - 1
14,Brighton,Newcastle,0,0,0,7.0,7.0,2.37,3.30,3.00,55%,45%,13,4,"['Sanchez', 'Veltman', 'Dunk', 'Webster', 'March', 'Mac Allister', 'Caicedo', 'Trossard', 'Lallana', 'Gross', 'Welbeck']","['Pope', 'Trippier', 'Schar', 'Botman', 'Burn', 'Willock', 'Guimaraes', 'Joelinton', 'Almiron', 'Wilson', 'Saint-Maximin']",3 - 4 - 2 - 1,4 - 3 - 3
15,Arsenal,Leicester,1,4,2,7.2,6.2,1.55,4.33,5.50,50%,50%,19,6,"['Ramsdale', 'White', 'Saliba', 'Gabriel', 'Zinchenko', 'Partey', 'Xhaka', 'Saka', 'Odegaard', 'Martinelli', 'Gabriel Jesus']","['Ward', 'Fofana', 'Evans', 'Amartey', 'Castagne', 'Tielemans', 'Ndidi', 'Dewsbury-Hall', 'Justin', 'Maddison', 'Vardy']",4 - 2 - 3 - 1,3 - 5 - 1 - 1
16,Brentford,Manchester Utd,1,4,0,7.3,6.2,4.50,3.75,1.75,33%,67%,13,15,"['Raya', 'Hickey', 'Roerslev Rasmussen', 'Jansson', 'Mee', 'Henry', 'Dasilva', 'Norgaard', 'Jensen', 'Mbeumo', 'Toney']","['de Gea', 'Dalot', 'Maguire', 'Martinez', 'Shaw', 'Eriksen', 'Fred', 'Sancho', 'Fernandes', 'Rashford', 'Ronaldo']",5 - 3 - 2,4 - 2 - 3 - 1
17,Nottingham,West Ham,1,1,0,7.2,6.7,3.80,3.50,1.95,43%,57%,13,19,"['Henderson', 'Worrall', 'Niakhate', 'McKenna', 'Williams', ""O'Brien"", 'Mangala', 'Toffolo', 'Lingard', 'Johnson', 'Awoniyi']","['Fabianski', 'Coufal', 'Zouma', 'Johnson', 'Cresswell', 'Soucek', 'Rice', 'Bowen', 'Benrahma', 'Fornals', 'Antonio']",3 - 4 - 1 - 2,4 - 2 - 3 - 1
18,Chelsea,Tottenham,0,2,2,7.1,7.0,,,,,36%,16,10,"['Mendy', 'James', 'Silva', 'Koulibaly', 'Loftus-Cheek', 'Kante', 'Jorginho', 'Cucurella', 'Havertz', 'Mount', 'Sterling']","['Lloris', 'Romero', 'Dier', 'Davies', 'Emerson Royal', 'Hojbjerg', 'Bentancur', 'Sessegnon', 'Kulusevski', 'Son', 'Kane']",3 - 4 - 2 - 1,3 - 4 - 2 - 1
19,Liverpool,Crystal Palace,0,1,1,7.1,7.1,,5.75,11.00,73%,27%,24,7,"['Alisson', 'Alexander-Arnold', 'Phillips', 'van Dijk', 'Robertson', 'Elliott', 'Fabinho', 'Milner', 'Salah', 'Nunez', 'Diaz']","['Guaita', 'Clyne', 'Ward', 'Andersen', 'Guehi', 'Mitchell', 'Ayew', 'Doucoure', 'Schlupp', 'Eze', 'Zaha']",4 - 3 - 3,5 - 4 - 1
20,Tottenham,Wolves,1,1,0,7.1,6.9,1.40,4.75,7.50,50%,50%,11,20,"['Lloris', 'Sanchez', 'Dier', 'Davies', 'Emerson Royal', 'Hojbjerg', 'Bentancur', 'Perisic', 'Kulusevski', 'Son', 'Kane']","['Sa', 'Collins', 'Jonny Otto', 'Kilman', 'Ait-Nouri', 'Neto', 'Neves', 'Nunes', 'Moutinho', 'Podence', 'Guedes']",3 - 4 - 2 - 1,3 - 5 - 2
21,Leicester,Southampton,2,1,2,6.4,7.0,1.72,4.00,4.33,62%,38%,6,9,"['Ward', 'Castagne', 'Amartey', 'Evans', 'Justin', 'Ndidi', 'Perez', 'Maddison', 'Dewsbury-Hall', 'Barnes', 'Vardy']","['Bazunu', 'Walker-Peters', 'Bella-Kotchap', 'Salisu', 'Djenepo', 'Ward-Prowse', 'Lavia', 'Aribo', 'Elyounoussi', 'Armstrong', 'Mara']",4 - 1 - 4 - 1,4 - 2 - 3 - 1
22,Fulham,Brentford,1,3,2,7.0,6.6,2.62,3.40,2.70,44%,56%,18,13,"['Leno', 'Tete', 'Adarabioyo', 'Ream', 'Robinson', 'Reed', 'Palhinha', 'Stansfield', 'Pereira', 'De Cordova-Reid', 'Mitrovic']","['Raya', 'Hickey', 'Jansson', 'Mee', 'Henry', 'Dasilva', 'Norgaard', 'Jensen', 'Mbeumo', 'Toney', 'Wissa']",4 - 2 - 3 - 1,4 - 3 - 3
23,Everton,Nottingham,0,1,1,7.1,7.0,1.85,3.60,4.20,48%,52%,19,14,"['Pickford', 'Holgate', 'Coady', 'Tarkowski', 'Patterson', 'Davies', 'Iwobi', 'Mykolenko', 'Gordon', 'Rondon', 'Gray']","['Henderson', 'Worrall', 'Cook', 'McKenna', 'Williams', 'Mangala', ""O'Brien"", 'Toffolo', 'Lingard', 'Johnson', 'Awoniyi']",3 - 4 - 3,3 - 4 - 1 - 2
24,Crystal Palace,Aston Villa,1,3,1,7.2,6.4,2.45,3.20,3.00,51%,49%,17,13,"['Guaita', 'Ward', 'Andersen', 'Guehi', 'Mitchell', 'Schlupp', 'Doucoure', 'Eze', 'Ayew', 'Edouard', 'Zaha']","['Martinez', 'Cash', 'Konsa', 'Mings', 'Digne', 'McGinn', 'Kamara', 'Ramsey', 'Bailey', 'Watkins', 'Buendia']",4 - 3 - 3,4 - 3 - 3
25,Bournemouth,Arsenal,2,0,3,6.2,7.5,7.50,4.75,1.40,42%,58%,6,14,"['Travers', 'Mepham', 'Senesi', 'Kelly', 'Lerma', 'Smith', 'Tavernier', 'Pearson', 'Zemura', 'Moore', 'Billing']","['Ramsdale', 'White', 'Saliba', 'Gabriel', 'Zinchenko', 'Partey', 'Xhaka', 'Saka', 'Odegaard', 'Martinelli', 'Gabriel Jesus']",3 - 1 - 4 - 2,4 - 2 - 3 - 1
26,West Ham,Brighton,2,0,2,6.3,7.2,2.50,3.40,2.80,49%,51%,13,11,"['Fabianski', 'Coufal', 'Zouma', 'Kehrer', 'Cresswell', 'Soucek', 'Rice', 'Bowen', 'Fornals', 'Benrahma', 'Antonio']","['Sanchez', 'Veltman', 'Dunk', 'Webster', 'March', 'Mac Allister', 'Caicedo', 'Trossard', 'Gross', 'Lallana', 'Welbeck']",4 - 2 - 3 - 1,3 - 4 - 2 - 1
27,Leeds,Chelsea,1,3,0,7.4,6.5,5.75,4.75,1.50,40%,60%,12,14,"['Meslier', 'Kristensen', 'Koch', 'Llorente', 'Struijk', 'Adams', 'Roca', 'James', 'Aaronson', 'Harrison', 'Rodrigo']","['Mendy', 'James', 'Silva', 'Koulibaly', 'Loftus-Cheek', 'Jorginho', 'Mount', 'Gallagher', 'Cucurella', 'Havertz', 'Sterling']",4 - 2 - 3 - 1,3 - 5 - 2
28,Newcastle,Manchester City,0,3,3,7.0,7.2,6.50,4.75,1.44,31%,69%,12,21,"['Pope', 'Trippier', 'Schar', 'Botman', 'Burn', 'Willock', 'Guimaraes', 'Joelinton', 'Almiron', 'Wilson', 'Saint-Maximin']","['Ederson', 'Walker', 'Stones', 'Ake', 'Cancelo', 'De Bruyne', 'Rodri', 'Gundogan', 'Silva', 'Haaland', 'Foden']",4 - 3 - 3,4 - 3 - 3
29,Manchester Utd,Liverpool,1,2,1,7.3,6.6,4.75,4.20,1.66,30%,70%,13,17,"['de Gea', 'Dalot', 'Varane', 'Martinez', 'Malacia', 'McTominay', 'Eriksen', 'Sancho', 'Fernandes', 'Elanga', 'Rashford']","['Alisson', 'Alexander-Arnold', 'Gomez', 'van Dijk', 'Robertson', 'Elliott', 'Henderson', 'Milner', 'Salah', 'Firmino', 'Diaz']",4 - 2 - 3 - 1,4 - 3 - 3
30,Southampton,Manchester Utd,2,0,1,6.8,7.3,3.40,3.80,1.95,48%,52%,17,11,"['Bazunu', 'Walker-Peters', 'Bella-Kotchap', 'Salisu', 'Djenepo', 'Ward-Prowse', 'Lavia', 'Armstrong', 'Aribo', 'Elyounoussi', 'Adams']","['de Gea', 'Dalot', 'Varane', 'Martinez', 'Malacia', 'McTominay', 'Eriksen', 'Elanga', 'Fernandes', 'Sancho', 'Rashford']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
31,Manchester City,Crystal Palace,1,4,2,7.1,6.0,1.20,7.00,15.00,75%,25%,18,2,"['Ederson', 'Walker', 'Stones', 'Dias', 'Cancelo', 'Silva', 'Rodri', 'Mahrez', 'De Bruyne', 'Foden', 'Haaland']","['Guaita', 'Clyne', 'Ward', 'Andersen', 'Guehi', 'Mitchell', 'Ayew', 'Doucoure', 'Schlupp', 'Eze', 'Edouard']",4 - 2 - 3 - 1,5 - 4 - 1
32,Liverpool,Bournemouth,1,9,0,8.0,5.5,1.14,8.00,17.00,69%,31%,19,5,"['Alisson', 'Alexander-Arnold', 'Gomez', 'van Dijk', 'Robertson', 'Henderson', 'Fabinho', 'Elliott', 'Salah', 'Firmino', 'Diaz']","['Travers', 'Lerma', 'Mepham', 'Senesi', 'Smith', 'Cook', 'Christie', 'Zemura', 'Anthony', 'Tavernier', 'Moore']",4 - 3 - 3,3 - 4 - 2 - 1
33,Chelsea,Leicester,1,2,1,7.0,6.6,1.40,5.00,7.50,45%,55%,7,17,"['Mendy', 'James', 'Chalobah', 'Silva', 'Cucurella', 'Loftus-Cheek', 'Jorginho', 'Gallagher', 'Mount', 'Havertz', 'Sterling']","['Ward', 'Castagne', 'Amartey', 'Evans', 'Justin', 'Soumare', 'Praet', 'Tielemans', 'Dewsbury-Hall', 'Barnes', 'Vardy']",4 - 4 - 2,4 - 1 - 4 - 1
34,Brighton,Leeds,1,1,0,7.1,6.5,1.66,4.00,5.25,43%,57%,13,10,"['Sanchez', 'Veltman', 'Webster', 'Dunk', 'Estupinan', 'March', 'Mac Allister', 'Caicedo', 'Trossard', 'Gross', 'Welbeck']","['Meslier', 'Kristensen', 'Koch', 'Llorente', 'Struijk', 'Adams', 'Roca', 'James', 'Aaronson', 'Harrison', 'Rodrigo']",4 - 4 - 2,4 - 2 - 3 - 1
35,Brentford,Everton,0,1,1,7.1,7.2,,,,,42%,,14,"['Raya', 'Hickey', 'Zanka', 'Mee', 'Henry', 'Dasilva', 'Norgaard', 'Jensen', 'Mbeumo', 'Toney', 'Wissa']","['Pickford', 'Holgate', 'Coady', 'Tarkowski', 'Patterson', 'Onana', 'Iwobi', 'Mykolenko', 'Gordon', 'McNeil', 'Gray']",4 - 3 - 3,3 - 4 - 3
36,Arsenal,Fulham,1,2,1,7.3,6.7,1.40,5.50,6.50,72%,28%,22,11,"['Ramsdale', 'White', 'Saliba', 'Gabriel', 'Tierney', 'Elneny', 'Xhaka', 'Saka', 'Odegaard', 'Martinelli', 'Gabriel Jesus']","['Leno', 'Tete', 'Adarabioyo', 'Ream', 'Robinson', 'Reed', 'Palhinha', 'De Cordova-Reid', 'Pereira', 'Kebano', 'Mitrovic']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
37,Wolves,Newcastle,0,1,1,7.1,7.1,2.45,3.25,2.90,36%,64%,10,21,"['Sa', 'Semedo', 'Collins', 'Kilman', 'Jonny Otto', 'Nunes', 'Neves', 'Moutinho', 'Guedes', 'Jimenez', 'Neto']","['Pope', 'Trippier', 'Schar', 'Botman', 'Burn', 'Willock', 'Longstaff', 'Joelinton', 'Almiron', 'Wood', 'Saint-Maximin']",4 - 3 - 3,4 - 3 - 3
38,Aston Villa,West Ham,2,0,1,6.6,7.1,2.10,3.50,3.75,58%,42%,9,7,"['Martinez', 'Cash', 'Konsa', 'Chambers', 'Digne', 'Douglas Luiz', 'Kamara', 'McGinn', 'Coutinho', 'Watkins', 'Ings']","['Fabianski', 'Kehrer', 'Zouma', 'Cresswell', 'Johnson', 'Soucek', 'Rice', 'Fornals', 'Emerson', 'Bowen', 'Scamacca']",4 - 3 - 1 - 2,3 - 5 - 2
39,Nottingham,Tottenham,2,0,2,6.7,7.3,7.00,4.75,1.45,55%,45%,17,18,"['Henderson', 'Worrall', 'Cook', 'McKenna', 'Williams', 'Yates', ""O'Brien"", 'Toffolo', 'Johnson', 'Gibbs-White', 'Lingard']","['Lloris', 'Sanchez', 'Dier', 'Davies', 'Emerson Royal', 'Hojbjerg', 'Bentancur', 'Perisic', 'Kulusevski', 'Son', 'Kane']",3 - 4 - 2 - 1,3 - 4 - 2 - 1
40,Fulham,Brighton,1,2,1,7.0,6.4,3.30,3.20,2.30,39%,61%,10,7,"['Leno', 'Tete', 'Adarabioyo', 'Ream', 'Robinson', 'Reed', 'Palhinha', 'De Cordova-Reid', 'Pereira', 'Kebano', 'Mitrovic']","['Sanchez', 'Veltman', 'Dunk', 'Webster', 'March', 'Caicedo', 'Mwepu', 'Mac Allister', 'Estupinan', 'Gross', 'Trossard']",4 - 2 - 3 - 1,3 - 5 - 2
41,Crystal Palace,Brentford,0,1,1,7.1,6.7,2.05,3.40,3.60,49%,51%,13,9,"['Guaita', 'Clyne', 'Andersen', 'Guehi', 'Ward', 'Doucoure', 'Olise', 'Schlupp', 'Eze', 'Zaha', 'Mateta']","['Raya', 'Hickey', 'Zanka', 'Mee', 'Henry', 'Baptiste', 'Janelt', 'Jensen', 'Mbeumo', 'Toney', 'Lewis-Potter']",4 - 1 - 4 - 1,4 - 3 - 3
42,Southampton,Chelsea,1,2,1,7.2,6.8,,,1.65,32%,68%,9,10,"['Bazunu', 'Walker-Peters', 'Bella-Kotchap', 'Salisu', 'Perraud', 'Diallo', 'Lavia', 'Elyounoussi', 'Ward-Prowse', 'Armstrong', 'Adams']","['Mendy', 'Azpilicueta', 'Silva', 'Koulibaly', 'Cucurella', 'Loftus-Cheek', 'Jorginho', 'Mount', 'Ziyech', 'Sterling', 'Havertz']",4 - 2 - 3 - 1,4 - 3 - 3
43,Leeds,Everton,0,1,1,7.1,6.9,2.05,3.60,3.40,69%,31%,14,7,"['Meslier', 'Kristensen', 'Koch', 'Llorente', 'Struijk', 'Adams', 'Roca', 'Sinisterra', 'Aaronson', 'Harrison', 'Rodrigo']","['Pickford', 'Patterson', 'Coady', 'Tarkowski', 'Mykolenko', 'Davies', 'Onana', 'Iwobi', 'McNeil', 'Gray', 'Gordon']",4 - 2 - 3 - 1,4 - 3 - 3
44,Manchester City,Nottingham,1,6,0,7.7,5.9,1.08,11.00,23.00,75%,25%,17,8,"['Ederson', 'Walker', 'Stones', 'Dias', 'Cancelo', 'Silva', 'Rodri', 'Gundogan', 'Alvarez', 'Haaland', 'Foden']","['Henderson', 'Williams', 'Worrall', 'Kouyate', 'McKenna', 'Lodi', 'Yates', 'Freuler', ""O'Brien"", 'Johnson', 'Gibbs-White']",4 - 3 - 3,5 - 3 - 2
45,Bournemouth,Wolves,0,0,0,6.9,7.1,3.20,3.25,2.30,34%,66%,5,17,"['Neto', 'Smith', 'Mepham', 'Kelly', 'Zemura', 'Tavernier', 'Cook', 'Lerma', 'Christie', 'Billing', 'Solanke']","['Sa', 'Semedo', 'Collins', 'Kilman', 'Jonny Otto', 'Nunes', 'Neves', 'Moutinho', 'Neto', 'Jimenez', 'Guedes']",4 - 4 - 2,4 - 3 - 3
46,Arsenal,Aston Villa,1,2,1,7.2,6.5,1.50,4.50,6.00,59%,41%,22,4,"['Ramsdale', 'White', 'Saliba', 'Gabriel', 'Tierney', 'Lokonga', 'Xhaka', 'Saka', 'Odegaard', 'Martinelli', 'Gabriel Jesus']","['Martinez', 'Cash', 'Konsa', 'Mings', 'Digne', 'Ramsey', 'Kamara', 'McGinn', 'Bailey', 'Watkins', 'Buendia']",4 - 2 - 3 - 1,4 - 3 - 3
47,West Ham,Tottenham,0,1,1,7.0,6.9,3.20,3.60,2.20,38%,62%,14,12,"['Fabianski', 'Coufal', 'Zouma', 'Kehrer', 'Cresswell', 'Soucek', 'Rice', 'Bowen', 'Fornals', 'Benrahma', 'Antonio']","['Lloris', 'Sanchez', 'Dier', 'Davies', 'Emerson Royal', 'Hojbjerg', 'Bissouma', 'Perisic', 'Kulusevski', 'Son', 'Kane']",4 - 2 - 3 - 1,3 - 4 - 2 - 1
48,Liverpool,Newcastle,1,2,1,7.2,6.7,1.28,6.00,10.00,72%,28%,23,5,"['Alisson', 'Alexander-Arnold', 'Gomez', 'van Dijk', 'Robertson', 'Elliott', 'Fabinho', 'Henderson', 'Salah', 'Firmino', 'Diaz']","['Pope', 'Trippier', 'Lascelles', 'Burn', 'Targett', 'Willock', 'Longstaff', 'Joelinton', 'Almiron', 'Isak', 'Fraser']",4 - 3 - 3,4 - 3 - 3
49,Leicester,Manchester Utd,2,0,1,6.7,7.0,3.10,3.75,2.15,54%,46%,10,9,"['Ward', 'Justin', 'Ndidi', 'Evans', 'Thomas', 'Soumare', 'Maddison', 'Tielemans', 'Dewsbury-Hall', 'Barnes', 'Vardy']","['de Gea', 'Dalot', 'Varane', 'Martinez', 'Malacia', 'McTominay', 'Eriksen', 'Elanga', 'Fernandes', 'Sancho', 'Rashford']",4 - 1 - 4 - 1,4 - 2 - 3 - 1
50,Everton,Liverpool,0,0,0,7.1,7.1,7.50,4.75,1.36,39%,61%,14,23,"['Pickford', 'Patterson', 'Coady', 'Tarkowski', 'Mykolenko', 'Davies', 'Onana', 'Iwobi', 'Gray', 'Maupay', 'Gordon']","['Alisson', 'Alexander-Arnold', 'Gomez', 'van Dijk', 'Tsimikas', 'Elliott', 'Fabinho', 'Carvalho', 'Salah', 'Nunez', 'Diaz']",4 - 3 - 3,4 - 3 - 3
51,Wolves,Southampton,1,1,0,7.1,6.5,,3.40,3.25,51%,49%,7,12,"['Sa', 'Jonny Otto', 'Collins', 'Kilman', 'Ait-Nouri', 'Nunes', 'Neves', 'Moutinho', 'Neto', 'Kalajdzic', 'Podence']","['Bazunu', 'Walker-Peters', 'Bella-Kotchap', 'Salisu', 'Perraud', 'Diallo', 'Ward-Prowse', 'Elyounoussi', 'Aribo', 'Armstrong', 'Adams']",4 - 3 - 3,4 - 2 - 3 - 1
52,Tottenham,Fulham,1,2,1,7.4,6.7,1.50,4.33,6.50,52%,48%,23,9,"['Lloris', 'Romero', 'Dier', 'Lenglet', 'Emerson Royal', 'Bentancur', 'Hojbjerg', 'Sessegnon', 'Richarlison', 'Son', 'Kane']","['Leno', 'Tete', 'Adarabioyo', 'Ream', 'Robinson', 'Reed', 'Palhinha', 'De Cordova-Reid', 'Pereira', 'Kebano', 'Mitrovic']",3 - 4 - 2 - 1,4 - 2 - 3 - 1
53,Nottingham,Bournemouth,2,2,3,6.4,6.9,2.15,3.30,3.50,52%,48%,11,8,"['Henderson', 'Worrall', 'Cook', 'McKenna', 'Williams', 'Yates', 'Kouyate', 'Lodi', 'Lingard', 'Gibbs-White', 'Johnson']","['Neto', 'Smith', 'Mepham', 'Kelly', 'Zemura', 'Cook', 'Lerma', 'Christie', 'Billing', 'Tavernier', 'Solanke']",3 - 4 - 2 - 1,4 - 2 - 3 - 1
54,Newcastle,Crystal Palace,0,0,0,7.3,7.4,2.10,3.50,3.60,52%,48%,23,19,"['Pope', 'Trippier', 'Schar', 'Botman', 'Targett', 'Willock', 'Longstaff', 'Joelinton', 'Almiron', 'Isak', 'Fraser']","['Guaita', 'Ward', 'Andersen', 'Guehi', 'Mitchell', 'Eze', 'Doucoure', 'Schlupp', 'Ayew', 'Mateta', 'Zaha']",4 - 3 - 3,4 - 3 - 3
55,Chelsea,West Ham,1,2,1,7.0,6.3,1.65,4.00,5.00,69%,31%,8,6,"['Mendy', 'Fofana', 'Silva', 'Koulibaly', 'Loftus-Cheek', 'James', 'Gallagher', 'Kovacic', 'Cucurella', 'Pulisic', 'Sterling']","['Fabianski', 'Coufal', 'Kehrer', 'Zouma', 'Emerson', 'Rice', 'Soucek', 'Bowen', 'Paqueta', 'Fornals', 'Antonio']",3 - 1 - 4 - 2,4 - 2 - 3 - 1
56,Brentford,Leeds,1,5,2,7.1,6.4,,3.60,3.30,31%,69%,14,17,"['Raya', 'Hickey', 'Jansson', 'Mee', 'Henry', 'Baptiste', 'Janelt', 'Jensen', 'Mbeumo', 'Toney', 'Lewis-Potter']","['Meslier', 'Drameh', 'Koch', 'Llorente', 'Struijk', 'Adams', 'Roca', 'Sinisterra', 'Aaronson', 'Harrison', 'Gelhardt']",4 - 3 - 3,4 - 2 - 3 - 1
57,Aston Villa,Manchester City,0,1,1,6.6,7.1,8.00,5.75,1.33,28%,72%,3,13,"['Martinez', 'Cash', 'Konsa', 'Mings', 'Digne', 'Douglas Luiz', 'Kamara', 'McGinn', 'Bailey', 'Ramsey', 'Watkins']","['Ederson', 'Walker', 'Stones', 'Dias', 'Cancelo', 'De Bruyne', 'Rodri', 'Gundogan', 'Silva', 'Haaland', 'Foden']",4 - 3 - 2 - 1,4 - 3 - 3
