,Home team name,Away team name,Outcome,Home score,Away score,Home rating,Away rating,Home odds,Draw odds,Away odds,Home xG,Away xG,Home possession,Away possession,Home lineups,Away lineups,Home Formation,Away formation
17,Lens,Rennes,0,1,1,6.9,7.0,2.30,3.50,3.00,0.86,1.21,50%,50%,"['Samba', 'Gradit', 'Danso', 'Medina', 'Frankowski', 'Abdul Samed', 'Diouf', 'Machado', 'Thomasson', 'Fulgini', 'Sotoca']","['Mandanda', 'Assignon', 'Omari', 'Theate', 'Belocian', 'Bourigeaud', 'Santamaria', 'Le Fee', 'Blas', 'Kalimuendo', 'Gouiri']",3 - 4 - 2 - 1,4 - 3 - 3
18,Nantes,Monaco,0,3,3,7.2,6.8,,,,0.91,4.11,35%,65%,"['Descamps', 'Pierre-Gabriel', 'Pallois', 'Castelletto', 'Coco', 'Chirivella', 'Augusto', 'Merlin', 'Simon', 'Bamba', 'Mostafa Mohamed']","['Kohn', 'Singo', 'Zakaria', 'Magassa', 'Vanderson', 'Fofana', 'Camara', 'Caio Henrique', 'Minamino', 'Golovin', 'Ben Yedder']",3 - 4 - 2 - 1,3 - 4 - 2 - 1
19,Marseille,Brest,1,2,0,7.6,6.7,1.50,4.20,6.50,2.79,1.92,44%,56%,"['Lopez', 'Clauss', 'Gigot', 'Mbemba', 'Lodi', 'Sarr', 'Rongier', 'Veretout', 'Harit', 'Ndiaye', 'Aubameyang']","['Bizot', 'Lala', 'Chardonnet', 'Brassier', 'Locko', 'Camara', 'Lees-Melou', 'Magnetti', 'Del Castillo', 'Mounie', 'Le Douaron']",4 - 4 - 2,4 - 3 - 3
20,PSG,Lens,1,3,1,7.4,6.5,1.65,4.20,5.00,1.34,0.45,66%,34%,"['Donnarumma', 'Hakimi', 'Marquinhos', 'Skriniar', 'Hernandez', 'Zaire-Emery', 'Ugarte', 'Vitinha', 'Dembele', 'Asensio', 'Mbappe']","['Samba', 'Gradit', 'Danso', 'Medina', 'Frankowski', 'Abdul Samed', 'Diouf', 'Machado', 'Thomasson', 'Fulgini', 'Sotoca']",4 - 3 - 3,3 - 4 - 2 - 1
21,Rennes,Le Havre,0,2,2,7.2,7.1,1.53,4.20,6.00,3.14,0.51,61%,39%,"['Mandanda', 'Assignon', 'Wooh', 'Theate', 'Truffert', 'Bourigeaud', 'Matic', 'Le Fee', 'Blas', 'Kalimuendo', 'Gouiri']","['Desmas', 'Salmier', 'Sangante', 'Lloris', 'Operi', 'Toure', 'Kechta', 'Nego', 'Kuzyaev', 'Grandsir', 'Alioui']",4 - 3 - 3,4 - 2 - 3 - 1
22,Strasbourg,Toulouse,1,2,0,7.2,6.5,,,3.40,2.04,0.29,39%,61%,"['Sels', 'Perrin', 'Nyamsi', 'Sylla', 'Guilbert', 'Doukoure', 'Deminguet', 'Bellegarde', 'Delaine', 'Diarra', 'Emegha']","['Restes', 'Desler', 'Costa', 'Nicolaisen', 'Suazo', 'Sierro', 'Schmidt', 'Genreau', 'Aboukhlal', 'Dallinga', 'Begraoui']",3 - 5 - 2,4 - 3 - 3
23,Montpellier,Reims,2,1,3,6.5,7.4,2.20,3.50,3.20,1.16,1.47,51%,49%,"['Lecomte', 'Sacko', 'Jullien', 'Kouyate', 'Sylla', 'Ferri', 'Chotard', 'Nordin', 'Savanier', 'Al-Tamari', 'Adams']","['Diouf', 'Foket', 'Agbadou', 'Abdelhamid', 'Wilson-Esbrand', 'Matusiwa', 'Teuma', 'Ito', 'Munetsi', 'Nakamura', 'Diakite']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
24,Clermont,Metz,2,0,1,6.8,7.2,1.91,3.60,4.00,0.38,0.89,72%,28%,"['Diaw', 'Seidu', 'Ogier', 'Pelmard', 'Zeffane', 'Gonalons', 'Gastien', 'Neto Borges', 'Muhammed Cham', 'Allevinah', 'Andric']","['Oukidja', 'Colin', 'Traore', 'Cande', 'Udol', 'Jean Jacques', ""N'Doram"", 'Camara', 'Elisor', 'Mikautadze', 'Sabaly']",3 - 4 - 2 - 1,4 - 3 - 3
25,Lorient,Lille,1,4,1,7.4,6.3,4.00,3.60,1.91,35%,65%,9,18,"['Mvogo', 'Mendy', 'Laporte', 'Talbi', 'Kalulu', 'Abergel', 'Ponceau', 'Le Goff', 'Faivre', 'Doucoure', 'Pagis']","['Chevalier', 'Santos', 'Diakite', 'Yoro', 'Ismaily', 'Miramon', 'Andre', 'Zhegrova', 'Yazici', 'Haraldsson', 'David']",3 - 4 - 1 - 2,4 - 2 - 3 - 1
26,Nice,Lyon,0,0,0,7.2,7.0,1.95,3.60,3.60,1.09,0.09,58%,42%,"['Bulka', 'Atal', 'Todibo', 'Dante', 'Bard', 'Sanson', 'Ndayishimiye', 'Thuram', 'Laborde', 'Moffi', 'Diop']","['Riou', 'Kumbedi', 'Caleta-Car', 'Diomande', 'Tagliafico', 'Maitland-Niles', 'Tolisso', 'Barcola', 'Caqueret', 'Cherki', 'Sarr']",4 - 3 - 3,4 - 2 - 3 - 1
27,Nantes,Marseille,0,1,1,7.3,7.0,5.50,4.33,1.55,0.76,2.35,37%,63%,"['Descamps', 'Pierre-Gabriel', 'Comert', 'Castelletto', 'Meupiyou', 'Chirivella', 'Augusto', 'Merlin', 'Simon', 'Adson', 'Mostafa Mohamed']","['Lopez', 'Clauss', 'Mbemba', 'Gigot', 'Lodi', 'Sarr', 'Rongier', 'Veretout', 'Correa', 'Vitinha', 'Aubameyang']",3 - 4 - 2 - 1,4 - 4 - 2
28,Brest,Rennes,0,0,0,7.0,7.0,3.60,3.50,2.10,1.30,0.26,48%,52%,"['Bizot', 'Lala', 'Chardonnet', 'Brassier', 'Locko', 'Camara', 'Lees-Melou', 'Magnetti', 'Del Castillo', 'Satriano', 'Le Douaron']","['Mandanda', 'Assignon', 'Omari', 'Theate', 'Truffert', 'Blas', 'Bourigeaud', 'Matic', 'Le Fee', 'Gouiri', 'Kalimuendo']",4 - 3 - 3,4 - 1 - 4 - 1
29,Monaco,Lens,1,3,0,7.3,6.2,1.91,4.00,3.50,0.91,0.74,52%,48%,"['Kohn', 'Singo', 'Maripan', 'Magassa', 'Vanderson', 'Fofana', 'Camara', 'Caio Henrique', 'Minamino', 'Golovin', 'Ben Yedder']","['Samba', 'Gradit', 'Danso', 'Medina', 'Thomasson', 'Abdul Samed', 'Spierings', 'Haidara', 'Sotoca', 'Fulgini', 'Wahi']",3 - 4 - 2 - 1,3 - 4 - 2 - 1
30,Toulouse,Clermont,0,2,2,6.8,6.9,2.20,3.50,3.20,0.55,1.14,37%,63%,"['Restes', 'Costa', 'Nicolaisen', 'Diarra', 'Desler', 'Casseres', 'Sierro', 'Suazo', 'Aboukhlal', 'Gelabert Pina', 'Magri']","['Diaw', 'Seidu', 'Ogier', 'Pelmard', 'Zeffane', 'Gonalons', 'Gastien', 'Neto Borges', 'Muhammed Cham', 'Boutobba', 'Kyei']",3 - 4 - 2 - 1,3 - 4 - 2 - 1
31,Metz,Reims,0,2,2,6.8,7.1,4.50,3.80,1.75,0.99,0.68,36%,64%,"['Oukidja', 'Kouao', 'Sane', 'Cande', 'Udol', 'Jean Jacques', ""N'Doram"", 'Camara', 'Asoro', 'Elisor', 'Sabaly']","['Diouf', 'Foket', 'Agbadou', 'Abdelhamid', 'De Smet', 'Munetsi', 'Matusiwa', 'Teuma', 'Ito', 'Diakite', 'Daramy']",4 - 3 - 3,4 - 3 - 3
32,Lille,Montpellier,1,1,0,7.4,6.6,,,3.80,1.11,0.68,60%,40%,"['Chevalier', 'Yazici', 'Yoro', 'Santos', 'Gudmundsson', 'Andre', 'Alexsandro', 'Cabella', 'Gomes', 'Cavaleiro', 'David']","['Lecomte', 'Sacko', 'Omeragic', 'Kouyate', 'Sylla', 'Leroy', 'Chotard', 'Al-Tamari', 'Savanier', 'Khazri', 'Adams']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
33,Le Havre,Lorient,1,3,0,7.2,6.6,,,2.88,1.67,0.55,43%,57%,"['Desmas', 'Salmier', 'Sangante', 'Lloris', 'Operi', 'Toure', 'Kechta', 'Nego', 'Kuzyaev', 'Alioui', 'Logbo']","['Mvogo', 'Mendy', 'Laporte', 'Talbi', 'Kalulu', 'Abergel', 'Ponceau', 'Le Goff', 'Faivre', 'Pagis', 'Doucoure']",4 - 2 - 3 - 1,3 - 4 - 2 - 1
34,Nice,Strasbourg,1,2,0,7.3,6.4,1.83,3.40,4.50,1.99,0.28,63%,37%,"['Bulka', 'Atal', 'Todibo', 'Dante', 'Bard', 'Sanson', 'Ndayishimiye', 'Boudaoui', 'Laborde', 'Moffi', 'Diop']","['Sels', 'Perrin', 'Nyamsi', 'Sylla', 'Guilbert', 'Doukoure', 'Sissoko', 'Delaine', 'Diarra', 'Emegha', 'Deminguet']",4 - 3 - 3,3 - 4 - 3
35,Lyon,PSG,2,1,4,6.5,7.6,5.00,4.20,1.65,0.55,2.97,31%,69%,"['Lopes', 'Clinton Mata', 'Diomande', 'Caleta-Car', 'Tagliafico', 'Tolisso', 'Maitland-Niles', 'Caqueret', 'Nuamah', 'Kadewere', 'Cherki']","['Donnarumma', 'Hakimi', 'Marquinhos', 'Skriniar', 'Hernandez', 'Zaire-Emery', 'Ugarte', 'Vitinha', 'Dembele', 'Asensio', 'Mbappe']",4 - 3 - 3,4 - 3 - 3
36,PSG,Nice,2,2,3,6.5,7.0,1.65,4.50,4.75,0.79,1.05,69%,31%,"['Donnarumma', 'Hakimi', 'Pereira', 'Skriniar', 'Hernandez', 'Zaire-Emery', 'Soler', 'Vitinha', 'Dembele', 'Ramos', 'Mbappe']","['Bulka', 'Lotomba', 'Todibo', 'Dante', 'Bard', 'Sanson', 'Ndayishimiye', 'Thuram', 'Laborde', 'Moffi', 'Diop']",4 - 3 - 3,4 - 3 - 3
37,Rennes,Lille,0,2,2,7.0,7.0,,,,,0.25,47%,53%,"['Mandanda', 'Assignon', 'Omari', 'Theate', 'Truffert', 'Santamaria', 'Matic', 'Le Fee', 'Bourigeaud', 'Gouiri', 'Doue']","['Chevalier', 'Diakite', 'Yoro', 'Umtiti', 'Ismaily', 'Andre', 'Gomes', 'Yazici', 'Cabella', 'Cavaleiro', 'David']",4 - 3 - 3,4 - 2 - 3 - 1
38,Lens,Metz,2,0,1,6.8,7.3,1.50,4.33,6.00,1.81,0.28,75%,25%,"['Samba', 'Khusanov', 'Danso', 'Gradit', 'Machado', 'Abdul Samed', 'Thomasson', 'Aguilar', 'Sotoca', 'Fulgini', 'Wahi']","['Oukidja', 'Kouao', 'Herelle', 'Cande', 'Udol', ""N'Doram"", 'Nduquidi', 'Asoro', 'Camara', 'Sabaly', 'Estupinan']",3 - 4 - 2 - 1,4 - 2 - 3 - 1
39,Lorient,Monaco,0,2,2,7.2,7.0,4.75,4.00,1.70,0.89,1.63,41%,59%,"['Mvogo', 'Toure', 'Laporte', 'Talbi', 'Kalulu', 'Abergel', 'Ponceau', 'Le Goff', 'Kroupi', 'Faivre', 'Tosin']","['Kohn', 'Singo', 'Maripan', 'Magassa', 'Vanderson', 'Zakaria', 'Fofana', 'Caio Henrique', 'Minamino', 'Golovin', 'Ben Yedder']",3 - 4 - 2 - 1,3 - 4 - 2 - 1
40,Strasbourg,Montpellier,0,2,2,6.8,7.1,,,,,,,,"['Sels', 'Guilbert', 'Nyamsi', 'Perrin', 'Delaine', 'Doukoure', 'Sissoko', 'Angelo', 'Dion', 'Diarra', 'Gameiro']","['Lecomte', 'Sacko', 'Omeragic', 'Kouyate', 'Sylla', 'Chotard', 'Ferri', 'Nordin', 'Savanier', 'Khazri', 'Adams']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
41,Reims,Brest,2,1,2,7.0,7.4,1.95,3.50,4.00,2.05,1.61,52%,48%,"['Diouf', 'Foket', 'Agbadou', 'Abdelhamid', 'De Smet', 'Matusiwa', 'Richardson', 'Teuma', 'Ito', 'Diakite', 'Nakamura']","['Bizot', 'Lala', 'Chardonnet', 'Brassier', 'Locko', 'Lees-Melou', 'Magnetti', 'Del Castillo', 'Camara', 'Le Douaron', 'Satriano']",4 - 3 - 3,4 - 2 - 3 - 1
42,Clermont,Nantes,2,0,1,6.4,7.1,,,,,0.89,,49%,"['Diaw', 'Seidu', 'Pelmard', 'Caufriez', 'Zeffane', 'Gonalons', 'Gastien', 'Neto Borges', 'Muhammed Cham', 'Rashani', 'Kyei']","['Descamps', 'Pierre-Gabriel', 'Comert', 'Castelletto', 'Merlin', 'Mollet', 'Chirivella', 'Augusto', 'Marquinhos', 'Ganago', 'Simon']",3 - 4 - 2 - 1,4 - 3 - 3
43,Marseille,Toulouse,0,0,0,7.2,7.2,1.44,5.00,6.50,1.38,0.73,60%,40%,"['Lopez', 'Clauss', 'Mbemba', 'Balerdi', 'Lodi', 'Mughe', 'Rongier', 'Veretout', 'Correa', 'Vitinha', 'Aubameyang']","['Restes', 'Desler', 'Costa', 'Nicolaisen', 'Diarra', 'Sierro', 'Schmidt', 'Donnum', 'Magri', 'Dallinga', 'Genreau']",4 - 4 - 2,4 - 3 - 3
44,Lyon,Le Havre,0,0,0,7.1,7.2,1.67,4.00,4.75,1.23,0.92,58%,42%,"['Lopes', 'Kumbedi', 'Clinton Mata', 'Diomande', 'Tagliafico', 'Akouokou', 'Cherki', 'Caqueret', 'Tolisso', 'Nuamah', 'Lacazette']","['Desmas', 'Salmier', 'Sangante', 'Lloris', 'Operi', 'Toure', 'Kechta', 'Casimir', 'Kuzyaev', 'Alioui', 'Bayo']",4 - 1 - 4 - 1,4 - 2 - 3 - 1
45,Monaco,Nice,2,0,1,6.6,7.2,2.38,3.60,2.80,2.06,1.16,55%,45%,"['Kohn', 'Singo', 'Zakaria', 'Magassa', 'Vanderson', 'Camara', 'Fofana', 'Caio Henrique', 'Minamino', 'Golovin', 'Balogun']","['Bulka', 'Lotomba', 'Todibo', 'Dante', 'Bard', 'Sanson', 'Ndayishimiye', 'Thuram', 'Laborde', 'Moffi', 'Diop']",3 - 4 - 2 - 1,4 - 3 - 3
46,Nantes,Lorient,1,5,3,7.4,6.5,2.25,3.30,3.20,2.29,1.53,44%,56%,"['Descamps', 'Duverne', 'Comert', 'Castelletto', 'Merlin', 'Mollet', 'Chirivella', 'Augusto', 'Simon', 'Mostafa Mohamed', 'Abline']","['Mvogo', 'Talbi', 'Laporte', 'Toure', 'Kalulu', 'Abergel', 'Ponceau', 'Le Goff', 'Faivre', 'Tosin', 'Kroupi']",4 - 4 - 2,3 - 4 - 2 - 1
47,Brest,Lyon,1,1,0,7.5,6.6,2.63,3.30,2.63,2.02,0.33,56%,44%,"['Bizot', 'Lala', 'Chardonnet', 'Brassier', 'Locko', 'Camara', 'Lees-Melou', 'Magnetti', 'Del Castillo', 'Satriano', 'Le Douaron']","['Lopes', 'Kumbedi', 'Clinton Mata', 'Diomande', 'Tagliafico', 'Akouokou', 'Nuamah', 'Caqueret', 'Tolisso', 'Moreira', 'Lacazette']",4 - 3 - 3,4 - 1 - 4 - 1
48,Metz,Strasbourg,2,0,1,6.6,7.2,2.75,3.20,2.60,0.92,0.47,52%,48%,"['Oukidja', 'Kouao', 'Herelle', 'Cande', 'Udol', 'Jean Jacques', ""N'Doram"", 'Asoro', 'Camara', 'Sabaly', 'Estupinan']","['Sels', 'Senaya', 'Nyamsi', 'Perrin', 'Delaine', 'Doukoure', 'Diarra', 'Angelo', 'Deminguet', 'Bakwa', 'Emegha']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
49,Lens,Toulouse,1,2,1,7.2,6.8,1.40,4.33,7.50,2.46,0.38,61%,39%,"['Samba', 'Gradit', 'Danso', 'Medina', 'Aguilar', 'Abdul Samed', 'Thomasson', 'Diouf', 'Sotoca', 'Frankowski', 'Said']","['Restes', 'Keben', 'Nicolaisen', 'Diarra', 'Kamanzi', 'Schmidt', 'Casseres', 'Suazo', 'Genreau', 'Dallinga', 'Gelabert Pina']",3 - 4 - 2 - 1,3 - 4 - 1 - 2
50,Le Havre,Clermont,1,2,1,7.2,6.5,,,,,0.54,,68%,"['Desmas', 'Salmier', 'Sangante', 'Lloris', 'Operi', 'Casimir', 'Toure', 'Kechta', 'Alioui', 'Bayo', 'Kuzyaev']","['Diaw', 'Seidu', 'Pelmard', 'Caufriez', 'Konate', 'Gonalons', 'Gastien', 'Nicholson', 'Magnin', 'Allevinah', 'Muhammed Cham']",4 - 4 - 2,3 - 4 - 2 - 1
51,Montpellier,Rennes,0,0,0,7.1,7.2,2.70,3.50,2.50,1.54,1.00,37%,63%,"['Lecomte', 'Sacko', 'Omeragic', 'Kouyate', 'Sylla', 'Chotard', 'Ferri', 'Fayad', 'Savanier', 'Khazri', 'Adams']","['Mandanda', 'Assignon', 'Omari', 'Theate', 'Truffert', 'Bourigeaud', 'Matic', 'Blas', 'Doue', 'Salah', 'Yildirim']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
52,PSG,Marseille,1,4,0,7.5,6.1,1.50,4.50,6.50,1.54,0.66,77%,23%,"['Donnarumma', 'Hakimi', 'Marquinhos', 'Skriniar', 'Hernandez', 'Zaire-Emery', 'Ugarte', 'Barcola', 'Dembele', 'Kolo Muani', 'Mbappe']","['Lopez', 'Mbemba', 'Gigot', 'Balerdi', 'Clauss', 'Ounahi', 'Rongier', 'Veretout', 'Lodi', 'Vitinha', 'Aubameyang']",4 - 3 - 3,3 - 5 - 2
53,Lille,Reims,2,1,2,6.5,6.9,1.85,3.80,4.00,0.96,0.57,70%,30%,"['Chevalier', 'Santos', 'Yoro', 'Umtiti', 'Ismaily', 'Andre', 'Gomes', 'Yazici', 'Cabella', 'Haraldsson', 'David']","['Diouf', 'Foket', 'Okumu', 'Abdelhamid', 'De Smet', 'Munetsi', 'Matusiwa', 'Teuma', 'Ito', 'Daramy', 'Nakamura']",4 - 2 - 3 - 1,4 - 3 - 3
54,Strasbourg,Lens,2,0,1,6.4,7.0,,3.40,1.91,0.32,0.77,48%,52%,"['Sels', 'Senaya', 'Nyamsi', 'Perrin', 'Delaine', 'Diarra', 'Doukoure', 'Deminguet', 'Angelo', 'Emegha', 'Bakwa']","['Samba', 'Gradit', 'Danso', 'Medina', 'Aguilar', 'Mendy', 'Diouf', 'Machado', 'Sotoca', 'Fulgini', 'Wahi']",4 - 3 - 3,3 - 4 - 2 - 1
55,Clermont,PSG,0,0,0,7.3,7.3,7.50,5.00,1.40,0.91,2.46,33%,67%,"['Diaw', 'Seidu', 'Pelmard', 'Caufriez', 'Konate', 'Gonalons', 'Magnin', 'Gastien', 'Allevinah', 'Muhammed Cham', 'Nicholson']","['Donnarumma', 'Pereira', 'Skriniar', 'Marquinhos', 'Hakimi', 'Vitinha', 'Ruiz', 'Barcola', 'Dembele', 'Kolo Muani', 'Mbappe']",3 - 5 - 2,3 - 4 - 3
56,Monaco,Marseille,1,3,2,7.2,6.6,,3.80,2.70,1.05,1.03,46%,54%,"['Kohn', 'Singo', 'Maripan', 'Magassa', 'Vanderson', 'Fofana', 'Zakaria', 'Jakobs', 'Akliouche', 'Ben Yedder', 'Balogun']","['Lopez', 'Clauss', 'Gigot', 'Mbemba', 'Murillo', 'Veretout', 'Rongier', 'Ounahi', 'Ndiaye', 'Aubameyang', 'Correa']",3 - 4 - 1 - 2,4 - 3 - 3
