,Home team name,Away team name,Outcome,Home score,Away score,Home rating,Away rating,Home odds,Draw odds,Away odds,Home xG,Away xG,Home possession,Away possession,Home lineups,Away lineups,Home Formation,Away formation
48,Sevilla,Alaves,0,2,2,6.9,6.9,1.44,4.20,8.00,68%,32%,16,8,"['Bono', 'Montiel', 'Kounde', 'Diego Carlos', 'Augustinsson', 'Joan Jordan', 'Fernando', 'Torres', 'Ocampos', 'Mir', 'Idrissi']","['Pacheco', 'Aguirregabiria', 'Laguardia', 'Lejeune', 'Duarte', 'Loum', 'Mendez', 'Pons', 'Moya', 'Joselu', 'Rioja']",4 - 3 - 3,4 - 1 - 4 - 1
49,Atl. Madrid,Osasuna,1,1,0,7.3,6.7,1.45,4.20,8.00,61%,39%,15,9,"['Oblak', 'Vrsaljko', 'Savic', 'Felipe', 'Hermoso', 'Koke', 'Correa', 'Llorente', 'Lemar', 'Carrasco', 'Griezmann']","['Herrera', 'Vidal', 'Garcia', 'Garcia', 'Cruz', 'Sanchez', 'Moncayola', 'Torro', 'Brasanac', 'Garcia', 'Avila']",4 - 1 - 4 - 1,5 - 3 - 2
50,Barcelona,Espanyol,1,1,0,7.3,6.6,1.50,4.33,7.00,65%,35%,16,12,"['ter Stegen', 'Mingueza', 'Pique', 'Garcia', 'Alba', 'Nico', 'Busquets', 'de Jong', 'Akhomach', 'Depay', 'Gavi']","['Lopez', 'Vidal', 'Gomez', 'Cabrera', 'Pedrosa', 'Lopez', 'Embarba', 'Herrera', 'Darder', 'Puado', 'de Tomas']",4 - 3 - 3,4 - 1 - 4 - 1
51,Getafe,Cadiz CF,1,4,0,7.6,6.5,2.00,3.00,4.50,47%,53%,17,10,"['Soria', 'Suarez', 'Djene', 'Mitrovic', 'Cuenca', 'Olivera', 'Alena', 'Arambarri', 'Maksimovic', 'Ramirez', 'Unal']","['Ledesma', 'Carcelen', 'Haroyan', 'Cala', 'Pacha', 'Sanchez', 'Fernandez', 'Alarcon', 'Perea', 'Negredo', 'Sobrino']",5 - 3 - 2,4 - 4 - 2
52,Granada CF,Real Madrid,2,1,4,6.3,7.7,8.00,5.00,1.36,32%,68%,11,21,"['Maximiano', 'Quini', 'Diaz', 'Sanchez', 'Neva', 'Puertas', 'Monchu', 'Gonalons', 'Soro', 'Suarez', 'Rochina']","['Courtois', 'Carvajal', 'Fernandez', 'Alaba', 'Mendy', 'Modric', 'Casemiro', 'Kroos', 'Asensio', 'Benzema', 'Vinicius Junior']",4 - 4 - 2,4 - 3 - 3
53,Elche,Betis,2,0,3,6.0,7.3,3.25,3.20,2.30,58%,42%,14,9,"['Badia', 'Barragan', 'Roco', 'Bigas', 'Josan', 'Gumbau', 'Mascarell', 'Pastore', 'Mojica', 'Perez', 'Boye']","['Silva', 'Bellerin', 'Pezzella', 'Ruiz', 'Moreno', 'Akouokou', 'Canales', 'Gonzalez', 'Fekir', 'Juanmi', 'Willian Jose']",3 - 5 - 2,4 - 2 - 3 - 1
54,Real Sociedad,Valencia,0,0,0,7.0,6.9,1.57,4.20,5.75,62%,38%,9,8,"['Remiro', 'Gorosabel', 'Elustondo', 'Le Normand', 'Rico', 'Merino', 'Guevara', 'Januzaj', 'Silva', 'Barrenetxea', 'Isak']","['Cillessen', 'Foulquier', 'Diakhaby', 'Alderete', 'Gaya', 'Racic', 'Wass', 'Costa', 'Soler', 'Duro', 'Guedes']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
55,Rayo Vallecano,Mallorca,1,3,1,7.6,6.4,1.85,3.40,4.50,53%,47%,15,11,"['Dimitrievski', 'Balliu', 'Saveljich', 'Catena', 'Garcia', 'Comesana', 'Valentin', 'Palazon', 'Trejo', 'Garcia', 'Guardiola']","['Reina', 'Maffeo', 'Valjent', 'Russo', 'Olivan', 'Battaglia', 'Ruiz de Galarreta', 'Sanchez', 'Lee', 'Rodriguez', 'Nino']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
56,Ath Bilbao,Granada CF,0,2,2,6.8,7.1,1.36,4.75,9.00,63%,37%,17,8,"['Simon', 'Lekue', 'Alvarez', 'Martinez', 'Balenziaga', 'Williams', 'Vencedor', 'Garcia', 'Muniain', 'Sancet', 'Garcia']","['Maximiano', 'Quini', 'Sanchez', 'Torrente', 'Escudero', 'Rochina', 'Gonalons', 'Montoro', 'Machis', 'Suarez', 'Molina']",4 - 4 - 2,4 - 4 - 2
57,Alaves,Celta Vigo,2,1,2,6.6,7.0,3.10,3.10,2.45,42%,58%,13,8,"['Pacheco', 'Aguirregabiria', 'Laguardia', 'Lejeune', 'Duarte', 'Pons', 'Loum', 'Moya', 'Mendez', 'Joselu', 'Rioja']","['Dituro', 'Vazquez', 'Aidoo', 'Araujo', 'Galan', 'Beltran', 'Mendez', 'Suarez', 'Nolito', 'Aspas', 'Mina']",4 - 3 - 3,4 - 1 - 3 - 2
58,Valencia,Rayo Vallecano,0,1,1,6.8,6.9,,3.30,4.00,42%,58%,8,12,"['Cillessen', 'Foulquier', 'Diakhaby', 'Alderete', 'Gaya', 'Soler', 'Wass', 'Guillamon', 'Costa', 'Guedes', 'Duro']","['Dimitrievski', 'Balliu', 'Saveljich', 'Catena', 'Garcia', 'Valentin', 'Comesana', 'Palazon', 'Lopez', 'Garcia', 'Guardiola']",4 - 4 - 2,4 - 2 - 3 - 1
