,Home team name,Away team name,Outcome,Home score,Away score,Home rating,Away rating,Home odds,Draw odds,Away odds,Home xG,Away xG,Home possession,Away possession,Home lineups,Away lineups,Home Formation,Away formation
11,Mainz,B. Monchengladbach,2,1,3,6.8,7.3,2.62,3.40,2.70,48%,52%,21,15,"['Muller', 'Brosinski', 'Hack', 'Niakhate', 'Martin', 'Fernandes', 'Kunde', 'Latza', 'Boetius', 'Onisiwo', 'Quaison']","['Sommer', 'Lainer', 'Ginter', 'Elvedi', 'Wendt', 'Benes', 'Zakaria', 'Johnson', 'Neuhaus', 'Thuram', 'Plea']",4 - 3 - 1 - 2,4 - 3 - 1 - 2
12,Hoffenheim,Werder Bremen,1,3,2,7.3,6.4,2.00,3.60,3.60,55%,45%,10,18,"['Baumann', 'Posch', 'Vogt', 'Bicakcic', 'Kaderabek', 'Rudy', 'Geiger', 'Stafylidis', 'Skov', 'Bebou', 'Baumgartner']","['Pavlenka', 'Gebre Selassie', 'Toprak', 'Moisander', 'Friedl', 'Sahin', 'Eggestein', 'Klaassen', 'Osako', 'Eggestein', 'Fullkrug']",3 - 4 - 3,4 - 1 - 2 - 1 - 2
13,Dusseldorf,Bayer Leverkusen,2,1,3,6.4,7.3,5.00,4.33,1.61,32%,68%,11,11,"['Steffen', 'Zimmermann', 'Ayhan', 'Hoffmann', 'Giesselmann', 'Thommy', 'Morales', 'Baker', 'Suttner', 'Karaman', 'Hennings']","['Hradecky', 'Bender', 'Tah', 'Bender', 'Wendell', 'Aranguiz', 'Havertz', 'Demirbay', 'Bellarabi', 'Volland', 'Bailey']",4 - 4 - 2,4 - 1 - 2 - 3
14,Augsburg,Union Berlin,0,1,1,7.0,6.8,2.30,3.40,3.00,54%,46%,12,13,"['Koubek', 'Lichtsteiner', 'Jedvaj', 'Khedira', 'Max', 'Gruezo', 'Baier', 'Hahn', 'Gregoritsch', 'Vargas', 'Niederlechner']","['Gikiewicz', 'Trimmel', 'Subotic', 'Schlotterbeck', 'Lenz', 'Promel', 'Andrich', 'Becker', 'Bulter', 'Ujah', 'Ingvartsen']",4 - 2 - 3 - 1,4 - 2 - 2 - 2
15,Schalke,Bayern Munich,2,0,3,6.3,7.4,,5.25,1.30,34%,66%,9,10,"['Nubel', 'Kenny', 'Stambouli', 'Nastasic', 'Oczipka', 'Caligiuri', 'McKennie', 'Mascarell', 'Raman', 'Burgstaller', 'Harit']","['Neuer', 'Pavard', 'Sule', 'Hernandez', 'Alaba', 'Muller', 'Kimmich', 'Tolisso', 'Gnabry', 'Lewandowski', 'Coman']",4 - 4 - 2,4 - 3 - 3
16,RB Leipzig,Eintracht Frankfurt,1,2,1,7.3,6.4,,4.75,7.00,45%,55%,12,10,"['Gulacsi', 'Mukiele', 'Konate', 'Orban', 'Klostermann', 'Sabitzer', 'Demme', 'Nkunku', 'Halstenberg', 'Werner', 'Poulsen']","['Trapp', 'Abraham', 'Hasebe', 'Ndicka', 'Durm', 'Kohr', 'Rode', 'Kostic', 'Kamada', 'Paciencia', 'Joveljic']",3 - 5 - 2,3 - 4 - 1 - 2
17,Hertha Berlin,Wolfsburg,2,0,3,6.3,7.3,2.40,3.40,2.90,57%,43%,9,10,"['Jarstein', 'Klunter', 'Stark', 'Rekik', 'Mittelstadt', 'Darida', 'Grujic', 'Duda', 'Lukebakio', 'Ibisevic', 'Kalou']","['Casteels', 'Knoche', 'Guilavogui', 'Brooks', 'William Furtado', 'Schlager', 'Arnold', 'Roussillon', 'Klaus', 'Weghorst', 'Victor Sa']",4 - 2 - 1 - 3,3 - 4 - 3
18,B. Monchengladbach,RB Leipzig,2,1,3,6.5,7.4,,,,,,,,"['Sommer', 'Lainer', 'Ginter', 'Elvedi', 'Wendt', 'Zakaria', 'Neuhaus', 'Johnson', 'Embolo', 'Thuram', 'Plea']","['Gulacsi', 'Klostermann', 'Konate', 'Orban', 'Halstenberg', 'Sabitzer', 'Laimer', 'Kampl', 'Forsberg', 'Poulsen', 'Werner']",4 - 1 - 2 - 1 - 2,4 - 4 - 2
19,Wolfsburg,Paderborn,0,1,1,7.3,7.2,1.44,4.75,6.00,63%,37%,15,7,"['Casteels', 'Knoche', 'Guilavogui', 'Brooks', 'William Furtado', 'Schlager', 'Arnold', 'Roussillon', 'Victor Sa', 'Weghorst', 'Brekalo']","['Huth', 'Drager', 'Strohdiek', 'Hunemeier', 'Collins', 'Vasiliadis', 'Gjasula', 'Cauly', 'Antwi-Adjei', 'Mamba', 'Michel']",3 - 4 - 3,4 - 2 - 2 - 2
20,Schalke,Hertha Berlin,1,3,0,7.0,6.3,2.00,3.60,3.60,57%,43%,9,9,"['Nubel', 'Kenny', 'Stambouli', 'Sane', 'Oczipka', 'McKennie', 'Mascarell', 'Caligiuri', 'Harit', 'Raman', 'Burgstaller']","['Jarstein', 'Klunter', 'Stark', 'Rekik', 'Plattenhardt', 'Darida', 'Grujic', 'Lukebakio', 'Duda', 'Mittelstadt', 'Ibisevic']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
21,Freiburg,FC Koln,2,1,2,6.5,7.3,2.60,3.40,2.62,52%,48%,14,9,"['Schwolow', 'Schmid', 'Lienhart', 'Schlotterbeck', 'Gunter', 'Koch', 'Hofler', 'Kwon', 'Borrello', 'Waldschmidt', 'Petersen']","['Horn', 'Ehizibue', 'Bornauw', 'Czichos', 'Hector', 'Verstraete', 'Schaub', 'Skhiri', 'Drexler', 'Schindler', 'Modeste']",4 - 2 - 2 - 2,4 - 1 - 3 - 2
22,Bayern Munich,Mainz,1,6,1,7.5,6.2,1.08,11.00,26.00,67%,33%,19,7,"['Neuer', 'Pavard', 'Sule', 'Hernandez', 'Alaba', 'Thiago', 'Kimmich', 'Coman', 'Coutinho', 'Perisic', 'Lewandowski']","['Muller', 'Pierre-Gabriel', 'Niakhate', 'Hack', 'Martin', 'Baku', 'Fernandes', 'Latza', 'Onisiwo', 'Burkardt', 'Boetius']",4 - 2 - 3 - 1,4 - 4 - 2
23,Bayer Leverkusen,Hoffenheim,0,0,0,7.1,7.0,1.45,5.00,6.50,75%,25%,20,6,"['Hradecky', 'Bender', 'Tah', 'Bender', 'Wendell', 'Aranguiz', 'Havertz', 'Demirbay', 'Bellarabi', 'Volland', 'Bailey']","['Baumann', 'Posch', 'Vogt', 'Bicakcic', 'Stafylidis', 'Rudy', 'Grillitsch', 'Kaderabek', 'Geiger', 'Bebou', 'Belfodil']",4 - 1 - 2 - 3,4 - 2 - 3 - 1
24,Union Berlin,Dortmund,1,3,1,7.1,6.8,8.00,5.00,1.36,26%,74%,15,13,"['Gikiewicz', 'Trimmel', 'Friedrich', 'Subotic', 'Lenz', 'Becker', 'Schmiedebach', 'Andrich', 'Bulter', 'Ujah', 'Andersson']","['Burki', 'Piszczek', 'Akanji', 'Hummels', 'Hakimi', 'Weigl', 'Delaney', 'Brandt', 'Reus', 'Sancho', 'Alcacer']",4 - 4 - 2,4 - 2 - 3 - 1
25,Werder Bremen,Augsburg,1,3,2,7.3,6.3,1.50,4.20,6.50,66%,34%,15,12,"['Pavlenka', 'Lang', 'Gebre Selassie', 'Moisander', 'Friedl', 'Sahin', 'Eggestein', 'Klaassen', 'Osako', 'Sargent', 'Fullkrug']","['Koubek', 'Lichtsteiner', 'Jedvaj', 'Uduokhai', 'Max', 'Khedira', 'Baier', 'Richter', 'Gregoritsch', 'Vargas', 'Niederlechner']",4 - 1 - 2 - 1 - 2,4 - 2 - 3 - 1
26,Eintracht Frankfurt,Dusseldorf,1,2,1,7.3,6.7,1.57,4.20,5.25,58%,42%,14,15,"['Trapp', 'Abraham', 'Hasebe', 'Hinteregger', 'da Costa', 'Kohr', 'Rode', 'Kostic', 'Paciencia', 'Kamada', 'Joveljic']","['Steffen', 'Zimmermann', 'Ayhan', 'Hoffmann', 'Giesselmann', 'Bodzek', 'Fink', 'Thommy', 'Morales', 'Kownacki', 'Hennings']",3 - 4 - 3,4 - 2 - 3 - 1
27,Dusseldorf,Wolfsburg,0,1,1,7.2,7.0,3.10,3.60,2.20,42%,58%,12,15,"['Steffen', 'Zimmermann', 'Ayhan', 'Bormuth', 'Giesselmann', 'Baker', 'Bodzek', 'Thommy', 'Fink', 'Kownacki', 'Hennings']","['Pervan', 'Knoche', 'Guilavogui', 'Tisserand', 'William Furtado', 'Gerhardt', 'Arnold', 'Roussillon', 'Mehmedi', 'Weghorst', 'Brekalo']",4 - 2 - 3 - 1,3 - 4 - 3
28,Union Berlin,Werder Bremen,2,1,2,6.3,7.2,2.30,3.60,2.87,47%,53%,12,16,"['Gikiewicz', 'Trimmel', 'Friedrich', 'Subotic', 'Lenz', 'Gentner', 'Andrich', 'Becker', 'Bulter', 'Ujah', 'Andersson']","['Pavlenka', 'Lang', 'Gebre Selassie', 'Gross', 'Friedl', 'Sahin', 'Bittencourt', 'Klaassen', 'Fullkrug', 'Osako', 'Eggestein']",4 - 2 - 2 - 2,4 - 1 - 2 - 1 - 2
29,Mainz,Hertha Berlin,1,2,1,7.2,6.7,2.37,3.30,3.00,52%,48%,14,16,"['Zentner', 'Brosinski', 'St. Juste', 'Niakhate', 'Martin', 'Fernandes', 'Kunde', 'Latza', 'Szalai', 'Boetius', 'Quaison']","['Jarstein', 'Stark', 'Boyata', 'Torunarigha', 'Wolf', 'Skjelbred', 'Grujic', 'Plattenhardt', 'Lukebakio', 'Duda', 'Selke']",4 - 3 - 3,3 - 4 - 3
30,FC Koln,B. Monchengladbach,2,0,1,6.7,7.5,2.10,3.60,3.30,51%,49%,14,15,"['Horn', 'Ehizibue', 'Bornauw', 'Czichos', 'Hector', 'Schaub', 'Skhiri', 'Verstraete', 'Drexler', 'Modeste', 'Cordoba']","['Sommer', 'Lainer', 'Ginter', 'Elvedi', 'Bensebaini', 'Kramer', 'Zakaria', 'Neuhaus', 'Plea', 'Embolo', 'Thuram']",4 - 4 - 2,4 - 3 - 3
31,Dortmund,Bayer Leverkusen,1,4,0,7.4,6.4,1.80,3.90,4.20,34%,66%,9,12,"['Burki', 'Hakimi', 'Akanji', 'Hummels', 'Guerreiro', 'Witsel', 'Delaney', 'Sancho', 'Reus', 'Brandt', 'Alcacer']","['Hradecky', 'Bender', 'Tah', 'Bender', 'Wendell', 'Baumgartlinger', 'Aranguiz', 'Havertz', 'Amiri', 'Bellarabi', 'Volland']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
32,Augsburg,Eintracht Frankfurt,1,2,1,7.2,6.8,4.00,3.80,1.83,30%,70%,9,23,"['Koubek', 'Framberger', 'Jedvaj', 'Uduokhai', 'Max', 'Richter', 'Khedira', 'Moravek', 'Vargas', 'Finnbogason', 'Niederlechner']","['Trapp', 'Abraham', 'Hasebe', 'Hinteregger', 'da Costa', 'Sow', 'Rode', 'Chandler', 'Andre Silva', 'Kamada', 'Paciencia']",4 - 4 - 2,3 - 4 - 3
33,RB Leipzig,Bayern Munich,0,1,1,7.1,7.3,4.00,4.20,1.75,32%,68%,12,14,"['Gulacsi', 'Mukiele', 'Konate', 'Orban', 'Laimer', 'Klostermann', 'Sabitzer', 'Forsberg', 'Halstenberg', 'Poulsen', 'Werner']","['Neuer', 'Pavard', 'Sule', 'Boateng', 'Hernandez', 'Kimmich', 'Thiago', 'Coman', 'Muller', 'Gnabry', 'Lewandowski']",3 - 1 - 4 - 2,4 - 2 - 3 - 1
34,Hoffenheim,Freiburg,2,0,3,6.7,7.6,1.85,3.80,3.80,64%,36%,22,16,"['Baumann', 'Posch', 'Vogt', 'Bicakcic', 'Kaderabek', 'Rudy', 'Grillitsch', 'Stafylidis', 'Geiger', 'Bebou', 'Belfodil']","['Schwolow', 'Lienhart', 'Koch', 'Heintz', 'Schmid', 'Frantz', 'Hofler', 'Gunter', 'Haberer', 'Petersen', 'Holer']",3 - 4 - 1 - 2,3 - 4 - 3
35,Paderborn,Schalke,2,1,5,6.2,7.5,3.00,3.60,2.30,47%,53%,9,18,"['Huth', 'Drager', 'Strohdiek', 'Hunemeier', 'Collins', 'Vasiliadis', 'Gjasula', 'Cauly', 'Antwi-Adjei', 'Michel', 'Mamba']","['Nubel', 'Kenny', 'Stambouli', 'Sane', 'Oczipka', 'Serdar', 'Mascarell', 'Caligiuri', 'Harit', 'Burgstaller', 'Uth']",4 - 2 - 2 - 2,4 - 2 - 2 - 2
36,Schalke,Mainz,1,2,1,7.6,6.6,1.61,4.20,5.00,51%,49%,19,14,"['Nubel', 'Kenny', 'Stambouli', 'Sane', 'Oczipka', 'Serdar', 'Mascarell', 'Caligiuri', 'Harit', 'Burgstaller', 'McKennie']","['Zentner', 'Brosinski', 'St. Juste', 'Niakhate', 'Martin', 'Kunde', 'Latza', 'Fernandes', 'Boetius', 'Szalai', 'Quaison']",4 - 2 - 2 - 2,4 - 1 - 2 - 1 - 2
37,Hertha Berlin,Paderborn,1,2,1,7.6,6.6,1.60,4.20,5.25,38%,62%,6,17,"['Jarstein', 'Klunter', 'Stark', 'Boyata', 'Plattenhardt', 'Skjelbred', 'Grujic', 'Wolf', 'Duda', 'Dilrosun', 'Selke']","['Huth', 'Drager', 'Strohdiek', 'Hunemeier', 'Collins', 'Vasiliadis', 'Gjasula', 'Cauly', 'Antwi-Adjei', 'Zolinski', 'Michel']",4 - 2 - 3 - 1,4 - 2 - 2 - 2
38,Freiburg,Augsburg,0,1,1,6.8,7.0,,,3.80,62%,38%,17,12,"['Schwolow', 'Lienhart', 'Koch', 'Heintz', 'Schmid', 'Frantz', 'Hofler', 'Gunter', 'Haberer', 'Petersen', 'Holer']","['Koubek', 'Lichtsteiner', 'Jedvaj', 'Uduokhai', 'Max', 'Moravek', 'Khedira', 'Hahn', 'Vargas', 'Niederlechner', 'Finnbogason']",3 - 4 - 3,4 - 2 - 2 - 2
39,Bayern Munich,FC Koln,1,4,0,7.7,6.0,1.11,9.50,21.00,60%,40%,24,16,"['Neuer', 'Pavard', 'Sule', 'Boateng', 'Hernandez', 'Kimmich', 'Tolisso', 'Gnabry', 'Coutinho', 'Perisic', 'Lewandowski']","['Horn', 'Ehizibue', 'Bornauw', 'Czichos', 'Hector', 'Skhiri', 'Hoger', 'Schindler', 'Drexler', 'Kainz', 'Cordoba']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
40,Bayer Leverkusen,Union Berlin,1,2,0,7.3,6.5,1.33,5.00,8.00,67%,33%,20,4,"['Hradecky', 'Dragovic', 'Bender', 'Wendell', 'Bender', 'Baumgartlinger', 'Aranguiz', 'Volland', 'Havertz', 'Amiri', 'Alario']","['Gikiewicz', 'Trimmel', 'Friedrich', 'Schlotterbeck', 'Lenz', 'Gentner', 'Andrich', 'Becker', 'Bulter', 'Ingvartsen', 'Andersson']",4 - 2 - 3 - 1,4 - 2 - 2 - 2
41,Werder Bremen,RB Leipzig,2,0,3,6.5,7.3,4.20,4.20,1.72,47%,53%,11,14,"['Pavlenka', 'Lang', 'Gebre Selassie', 'Gross', 'Friedl', 'Eggestein', 'Bittencourt', 'Klaassen', 'Sargent', 'Goller', 'Eggestein']","['Gulacsi', 'Mukiele', 'Upamecano', 'Konate', 'Orban', 'Klostermann', 'Sabitzer', 'Laimer', 'Nkunku', 'Cunha', 'Werner']",4 - 1 - 2 - 3,5 - 3 - 2
42,B. Monchengladbach,Dusseldorf,1,2,1,7.1,6.9,1.72,3.80,4.50,58%,42%,23,18,"['Sommer', 'Lainer', 'Ginter', 'Jantschke', 'Wendt', 'Zakaria', 'Benes', 'Neuhaus', 'Embolo', 'Herrmann', 'Plea']","['Steffen', 'Hoffmann', 'Adams', 'Ayhan', 'Zimmer', 'Zimmermann', 'Bodzek', 'Baker', 'Giesselmann', 'Karaman', 'Kownacki']",4 - 1 - 2 - 1 - 2,3 - 4 - 3
43,Eintracht Frankfurt,Dortmund,0,2,2,7.0,7.2,,,,37%,63%,17,15,"['Trapp', 'Toure', 'Hasebe', 'Hinteregger', 'Durm', 'Kohr', 'Fernandes', 'Kostic', 'Sow', 'Andre Silva', 'Paciencia']","['Burki', 'Hakimi', 'Akanji', 'Hummels', 'Guerreiro', 'Witsel', 'Delaney', 'Hazard', 'Reus', 'Sancho', 'Alcacer']",3 - 4 - 1 - 2,4 - 2 - 3 - 1
44,Wolfsburg,Hoffenheim,0,1,1,7.0,7.0,2.00,3.75,3.40,52%,48%,12,11,"['Pervan', 'Knoche', 'Guilavogui', 'Tisserand', 'William Furtado', 'Gerhardt', 'Arnold', 'Steffen', 'Mehmedi', 'Weghorst', 'Brekalo']","['Baumann', 'Posch', 'Vogt', 'Hubner', 'Grillitsch', 'Kaderabek', 'Rudy', 'Geiger', 'Skov', 'Belfodil', 'Bebou']",3 - 4 - 3,3 - 1 - 4 - 2
45,Union Berlin,Eintracht Frankfurt,2,1,2,6.7,7.4,2.80,3.60,2.37,53%,47%,11,17,"['Gikiewicz', 'Trimmel', 'Friedrich', 'Subotic', 'Reichel', 'Gentner', 'Schmiedebach', 'Andrich', 'Gogia', 'Andersson', 'Bulter']","['Trapp', 'Toure', 'Hasebe', 'Hinteregger', 'Fernandes', 'Durm', 'Sow', 'Kamada', 'Kostic', 'Dost', 'Andre Silva']",4 - 3 - 3,3 - 1 - 4 - 2
46,RB Leipzig,Schalke,2,1,3,6.6,7.4,1.53,4.33,5.50,61%,39%,17,13,"['Gulacsi', 'Mukiele', 'Upamecano', 'Orban', 'Halstenberg', 'Haidara', 'Demme', 'Sabitzer', 'Forsberg', 'Poulsen', 'Werner']","['Nubel', 'Kenny', 'Stambouli', 'Sane', 'Oczipka', 'Mascarell', 'McKennie', 'Serdar', 'Harit', 'Burgstaller', 'Matondo']",4 - 2 - 2 - 2,4 - 1 - 2 - 1 - 2
47,Paderborn,Bayern Munich,2,2,3,6.5,7.5,15.00,10.00,1.14,36%,64%,10,18,"['Huth', 'Drager', 'Kilian', 'Hunemeier', 'Collins', 'Vasiliadis', 'Gjasula', 'Cauly', 'Zolinski', 'Antwi-Adjei', 'Michel']","['Neuer', 'Pavard', 'Sule', 'Boateng', 'Hernandez', 'Kimmich', 'Thiago', 'Gnabry', 'Coutinho', 'Coman', 'Lewandowski']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
48,Mainz,Wolfsburg,2,0,1,6.8,7.4,2.87,3.50,2.40,53%,47%,15,4,"['Zentner', 'Pierre-Gabriel', 'St. Juste', 'Niakhate', 'Brosinski', 'Kunde', 'Baku', 'Fernandes', 'Boetius', 'Szalai', 'Quaison']","['Pervan', 'Knoche', 'Bruma', 'Tisserand', 'William Furtado', 'Guilavogui', 'Arnold', 'Roussillon', 'Mehmedi', 'Weghorst', 'Brekalo']",4 - 1 - 2 - 1 - 2,3 - 4 - 3
49,Hoffenheim,B. Monchengladbach,2,0,3,6.4,7.5,2.70,3.40,2.55,52%,48%,17,11,"['Baumann', 'Posch', 'Akpoguma', 'Hubner', 'Grillitsch', 'Kaderabek', 'Rudy', 'Geiger', 'Skov', 'Bebou', 'Baumgartner']","['Sommer', 'Lainer', 'Ginter', 'Elvedi', 'Wendt', 'Kramer', 'Zakaria', 'Neuhaus', 'Thuram', 'Embolo', 'Plea']",3 - 1 - 4 - 2,4 - 2 - 1 - 3
50,Augsburg,Bayer Leverkusen,2,0,3,6.0,7.4,4.50,4.20,1.70,25%,75%,8,11,"['Koubek', 'Lichtsteiner', 'Jedvaj', 'Uduokhai', 'Max', 'Oxford', 'Khedira', 'Vargas', 'Iago', 'Niederlechner', 'Finnbogason']","['Hradecky', 'Dragovic', 'Bender', 'Sinkgraven', 'Weiser', 'Baumgartlinger', 'Aranguiz', 'Volland', 'Havertz', 'Amiri', 'Alario']",4 - 2 - 2 - 2,3 - 4 - 2 - 1
51,Dortmund,Werder Bremen,0,2,2,7.1,7.3,,,8.50,66%,34%,19,11,"['Burki', 'Piszczek', 'Weigl', 'Akanji', 'Hakimi', 'Dahoud', 'Witsel', 'Sancho', 'Reus', 'Hazard', 'Gotze']","['Pavlenka', 'Lang', 'Gebre Selassie', 'Gross', 'Friedl', 'Eggestein', 'Sahin', 'Bittencourt', 'Rashica', 'Klaassen', 'Sargent']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
52,Dusseldorf,Freiburg,2,1,2,6.6,7.0,,3.40,2.70,55%,45%,17,9,"['Steffen', 'Zimmermann', 'Hoffmann', 'Ayhan', 'Giesselmann', 'Bodzek', 'Baker', 'Thommy', 'Kownacki', 'Karaman', 'Hennings']","['Schwolow', 'Lienhart', 'Koch', 'Heintz', 'Schmid', 'Abrashi', 'Hofler', 'Gunter', 'Haberer', 'Petersen', 'Holer']",4 - 2 - 2 - 2,3 - 4 - 3
53,FC Koln,Hertha Berlin,2,0,4,6.2,7.3,2.05,3.60,3.40,53%,47%,8,10,"['Horn', 'Schmitz', 'Bornauw', 'Mere', 'Hector', 'Skhiri', 'Hoger', 'Drexler', 'Kainz', 'Modeste', 'Cordoba']","['Jarstein', 'Klunter', 'Stark', 'Boyata', 'Mittelstadt', 'Skjelbred', 'Grujic', 'Wolf', 'Darida', 'Dilrosun', 'Selke']",4 - 2 - 2 - 2,4 - 2 - 3 - 1
54,Hertha Berlin,Dusseldorf,1,3,1,7.4,6.4,1.61,4.00,5.00,53%,47%,16,9,"['Jarstein', 'Klunter', 'Stark', 'Boyata', 'Mittelstadt', 'Skjelbred', 'Grujic', 'Wolf', 'Darida', 'Dilrosun', 'Ibisevic']","['Steffen', 'Zimmermann', 'Ayhan', 'Adams', 'Giesselmann', 'Bodzek', 'Baker', 'Tekpetey', 'Fink', 'Ampomah', 'Hennings']",4 - 2 - 3 - 1,4 - 2 - 3 - 1
55,Paderborn,Mainz,2,1,2,6.8,7.3,2.45,3.60,2.75,65%,35%,16,18,"['Zingerle', 'Drager', 'Kilian', 'Schonlau', 'Collins', 'Vasiliadis', 'Gjasula', 'Proger', 'Cauly', 'Zolinski', 'Michel']","['Zentner', 'Baku', 'St. Juste', 'Niakhate', 'Brosinski', 'Fernandes', 'Kunde', 'Oztunali', 'Boetius', 'Onisiwo', 'Quaison']",4 - 2 - 2 - 2,4 - 2 - 2 - 2
